"ID","ItemType","Name","Value","Weight","Model","Inventory","Script"
"misc_com_plate_08","Misc","Plate","5","1.00","m\Misc_Com_Plate_08.NIF","m\Misc_Com_Plate_08.tga",""
"misc_com_redware_bowl","Misc","Bowl","8","5.00","m\Misc_Redware_Bowl.NIF","m\Misc_Redware_Bowl.tga",""
"misc_com_redware_bowl_01","Misc","Bowl","5","2.00","m\Misc_Redware_Bowl_01.NIF","m\Misc_Redware_Bowl_01.tga",""
"Misc_Com_Redware_Cup","Misc","Cup","5","2.00","m\Misc_Redware_Cup.NIF","m\Misc_Redware_Cup.tga",""
"misc_com_redware_flask","Misc","Flask","5","2.00","m\Misc_Redware_Flask.NIF","m\Misc_Redware_Flask.tga",""
"misc_com_redware_pitcher","Misc","Pitcher","12","2.50","m\Misc_Redware_Pitcher.NIF","m\Misc_Redware_Pitcher.tga",""
"misc_com_redware_plate","Misc","Plate","5","2.00","m\Misc_Redware_Plate.NIF","m\Misc_Redware_Plate.tga",""
"misc_com_redware_platter","Misc","Platter","6","4.00","m\Misc_Redware_Platter.NIF","m\Misc_Redware_Platter.tga",""
"misc_com_redware_vase","Misc","Vase","14","2.50","m\Misc_Redware_Vase.NIF","m\Misc_Redware_Vase.tga",""
"misc_com_silverware_fork","Misc","Fork","6","1.00","m\Misc_Com_Silverware_Fork.NIF","m\Misc_Com_Silverware_Fork.tga",""
"misc_com_silverware_fork_uni","Misc","Fork","6","1.00","m\Misc_Com_Silverware_Fork.NIF","m\Misc_Com_Silverware_Fork.tga",""
"misc_com_silverware_knife","Misc","Knife","6","1.00","m\Misc_Com_Silverware_Knife.NIF","m\Misc_Com_Silverware_Knife.tga",""
"misc_com_silverware_knife_uni","Misc","Knife","6","1.00","m\Misc_Com_Silverware_Knife.NIF","m\Misc_Com_Silverware_Knife.tga",""
"misc_com_silverware_spoon","Misc","Spoon","6","1.00","m\Misc_Com_Silverware_Spoon.NIF","m\Misc_Com_Silverware_Spoon.tga",""
"misc_com_silverware_spoon_uni","Misc","Spoon","6","1.00","m\Misc_Com_Silverware_Spoon.NIF","m\Misc_Com_Silverware_Spoon.tga",""
"misc_com_tankard_01","Misc","Tankard","3","1.00","m\Misc_Com_Tankard_01.NIF","m\Misc_Com_Tankard_01.tga",""
"Misc_Com_Wood_Bowl_01","Misc","Bowl","1","1.00","m\Misc_Com_Wood_Bowl_01.NIF","m\Misc_Com_Wood_Bowl_01.tga",""
"misc_com_wood_bowl_02","Misc","Bowl","1","1.00","m\Misc_Com_Wood_Bowl_02.NIF","m\Misc_Com_Wood_Bowl_02.tga",""
"misc_com_wood_bowl_03","Misc","Bowl","1","1.00","m\Misc_Com_Wood_Bowl_03.NIF","m\Misc_Com_Wood_Bowl_03.tga",""
"misc_com_wood_bowl_04","Misc","Bowl","2","2.00","m\Misc_Com_Wood_Bowl_04.NIF","m\Misc_Com_Wood_Bowl_04.tga",""
"Misc_Com_Wood_Bowl_05","Misc","Bowl","2","2.00","m\Misc_Com_Wood_Bowl_05.NIF","m\Misc_Com_Wood_Bowl_05.tga",""
"misc_com_wood_cup_01","Misc","Cup","1","1.00","m\Misc_Com_Wood_Cup_01.NIF","m\Misc_Com_Wood_Cup_01.tga",""
"misc_com_wood_cup_02","Misc","Cup","1","1.00","m\Misc_Com_Wood_Cup_02.NIF","m\Misc_Com_Wood_Cup_02.tga",""
"misc_com_wood_fork","Misc","Fork","1","0.50","m\Misc_Com_Wood_Fork.NIF","m\Misc_Com_Wood_Fork.tga",""
"misc_com_wood_fork_UNI1","Misc","Fork","1","0.50","m\Misc_Com_Wood_Fork.NIF","m\Misc_Com_Wood_Fork.tga",""
"misc_com_wood_fork_UNI2","Misc","Fork","1","0.50","m\Misc_Com_Wood_Fork.NIF","m\Misc_Com_Wood_Fork.tga",""
"misc_com_wood_knife","Misc","Knife","2","0.50","m\Misc_Com_Wood_Knife.NIF","m\Misc_Com_Wood_Knife.tga",""
"misc_com_wood_knife_UNI1","Misc","Knife","2","0.50","m\Misc_Com_Wood_Knife.NIF","m\Misc_Com_Wood_Knife.tga",""
"misc_com_wood_knife_UNI2","Misc","Knife","2","0.50","m\Misc_Com_Wood_Knife.NIF","m\Misc_Com_Wood_Knife.tga",""
"misc_com_wood_spoon_01","Misc","Spoon","1","0.50","m\Misc_Com_Wood_Spoon_01.NIF","m\Misc_Com_Wood_Spoon_01.tga",""
"misc_com_wood_spoon_01_UNI1","Misc","Spoon","1","0.50","m\Misc_Com_Wood_Spoon_01.NIF","m\Misc_Com_Wood_Spoon_01.tga",""
"misc_com_wood_spoon_01_UNI2","Misc","Spoon","1","0.50","m\Misc_Com_Wood_Spoon_01.NIF","m\Misc_Com_Wood_Spoon_01.tga",""
"misc_com_wood_spoon_02","Misc","Spoon","2","1.00","m\Misc_Com_Wood_Spoon_02.NIF","m\Misc_Com_Wood_Spoon_02.tga",""
"misc_de_basket_01","Misc","Basket","2","2.00","m\Misc_De_Basket_01.NIF","m\Misc_De_Basket_01.tga",""
"misc_de_bellows10","Misc","Bellows","1","5.00","m\misc_bellows10.nif","m\misc_bellows00.tga",""
"misc_de_bowl_01","Misc","Bowl","8","3.00","m\Misc_De_Bowl_01.NIF","m\Misc_De_Bowl_01.tga",""
"misc_de_bowl_bugdesign_01","Misc","Decorative Bowl","5","5.00","m\Misc_bowl_bugdesign_01.NIF","m\Tx_bowl_bugdesign_01.tga",""
"misc_de_bowl_glass_peach_01","Misc","Peach Glass Bowl","4","8.00","m\Misc_bowl_glass_peach_01.NIF","m\Tx_bowl_glass_peach_01.tga",""
"misc_de_bowl_glass_yellow_01","Misc","Yellow Glass Bowl","5","4.00","m\Misc_bowl_glass_yellow_01.NIF","m\Tx_bowl_glass_yellow_01.tga",""
"misc_de_bowl_orange_green_01","Misc","Ceramic Bowl","2","3.00","m\Misc_bowl_orange_green_01.NIF","m\Tx_bowl_orange_green_01.tga",""
"misc_de_bowl_redware_01","Misc","Redware Bowl","3","3.00","m\Misc_bowl_redware_01.NIF","m\Tx_bowl_redware_01.tga",""
"misc_de_bowl_redware_02","Misc","Large Redware Bowl","2","3.00","m\Misc_bowl_redware_02.NIF","m\Tx_bowl_redware_02.tga",""
"misc_de_bowl_redware_03","Misc","Redware Bowl","4","2.00","m\Misc_bowl_redware_03.NIF","m\Tx_bowl_redware_03.tga",""
"misc_de_bowl_white_01","Misc","Bowl","2","3.00","m\Misc_bowl_white_01.NIF","m\Misc_de_bowl_white_01.tga",""
"misc_de_cloth10","Misc","Cloth","1","1.00","m\misc_cloth10.nif","m\misc_cloth00.tga",""
"misc_de_cloth11","Misc","Cloth","1","1.00","m\misc_cloth11.nif","m\misc_cloth00.tga",""
"misc_de_drum_01","Misc","Drum","1","2.00","m\Misc_de_drum_01.NIF","m\Tx_de_drum_01.tga",""
"misc_de_drum_02","Misc","Guarskin Drum","1","1.00","m\Misc_de_drum_02.NIF","m\Tx_de_drum_01.tga",""
"misc_de_fishing_pole","Misc","Fishing Pole","7","1.00","m\Misc_De_Fishing_Pole.NIF","m\Misc_De_Fishing_Pole.tga",""
"misc_de_foldedcloth00","Misc","Folded Cloth","1","0.50","m\misc_foldedcloth00.nif","m\misc_cloth00.tga",""
"Misc_DE_glass_green_01","Misc","Green Glass","1","2.00","m\Misc_glass_green_01.NIF","m\Tx_glass_green_01.tga",""
"misc_de_glass_yellow_01","Misc","Yellow Glass ","1","2.00","m\Misc_glass_yellow_01.NIF","m\Tx_glass_yellow_01.tga",""
"misc_de_goblet_01","Misc","Goblet","3","1.00","m\Misc_De_Goblet_01.NIF","m\Misc_De_Goblet_01.tga",""
"misc_de_goblet_01_redas","Misc","Redas Goblet","300","1.00","m\Misc_De_Goblet_01.NIF","m\Misc_De_Goblet_01.tga",""
"misc_de_goblet_02","Misc","Goblet","3","1.00","m\Misc_De_Goblet_02.NIF","m\Misc_De_Goblet_02.tga",""
"misc_de_goblet_03","Misc","Goblet","3","1.00","m\Misc_De_Goblet_03.NIF","m\Misc_De_Goblet_03.tga",""
"misc_de_goblet_04","Misc","Goblet","3","1.00","m\Misc_De_Goblet_04.NIF","m\Misc_De_Goblet_04.tga",""
"misc_de_goblet_04_dagoth","Misc","House Dagoth cup","3","1.00","m\Misc_LW_Cup.NIF","m\Misc_LW_Cup.tga",""
"misc_de_goblet_05","Misc","Goblet","3","1.00","m\Misc_De_Goblet_05.NIF","m\Misc_De_Goblet_05.tga",""
"misc_de_goblet_06","Misc","Goblet","3","1.00","m\Misc_De_Goblet_06.NIF","m\Misc_De_Goblet_06.tga",""
"misc_de_goblet_07","Misc","Goblet","3","1.00","m\Misc_De_Goblet_07.NIF","m\Misc_De_Goblet_07.tga",""
"misc_de_goblet_08","Misc","Goblet","3","1.00","m\Misc_De_Goblet_08.NIF","m\Misc_De_Goblet_08.tga",""
"misc_de_goblet_09","Misc","Goblet","3","1.00","m\Misc_De_Goblet_09.NIF","m\Misc_De_Goblet_09.tga",""
"misc_de_lute_01","Misc","Lute","10","3.00","m\Misc_de_lute_01.NIF","m\Tx_de_lute_01.tga",""
"misc_de_lute_01_phat","Misc","Fat Lute","0","10.00","m\Misc_de_lute_01.NIF","m\Tx_de_lute_01.tga",""
"misc_de_muck_shovel_01","Misc","Muck Shovel","1","3.00","m\Misc_muck_shovel_01.NIF","m\Tx_muck_shovel_01.tga",""
"misc_de_pitcher_01","Misc","Pitcher","5","3.00","m\Misc_De_Pitcher_01.NIF","m\Misc_De_Pitcher_01.tga",""
"misc_de_pot_blue_01","Misc","Blue Glass Pot","3","2.50","m\Misc_pot_blue_01.NIF","m\Tx_pot_blue_01.tga",""
"misc_de_pot_blue_02","Misc","Blue Clay Pot","2","2.00","m\Misc_pot_blue_02.NIF","m\Tx_pot_blue_02.tga",""
"misc_de_pot_glass_peach_01","Misc","Peach Glass Pot","1","1.00","m\Misc_pot_glass_peach_01.NIF","m\Tx_pot_glass_peach_01.tga",""
"misc_de_pot_glass_peach_02","Misc","Peach Glass Pot","2","1.50","m\Misc_pot_glass_peach_02.NIF","m\Tx_pot_glass_peach_02.tga",""
"misc_de_pot_green_01","Misc","Green Pot","2","2.50","m\Misc_pot_green_01.NIF","m\Tx_pot_green_01.tga",""
"misc_de_pot_mottled_01","Misc","Clay Pot","2","2.00","m\Misc_pot_mottled_01.NIF","m\Tx_pot_mottled_01.tga",""
"misc_de_pot_redware_01","Misc","Redware Pot","5","2.00","m\Misc_pot_redware_01.NIF","m\Tx_pot_redware_01.tga",""
"misc_de_pot_redware_02","Misc","Redware Pot","2","1.00","m\Misc_pot_redware_02.NIF","m\Tx_pot_redware_02.tga",""
"Misc_DE_pot_redware_03","Misc","Redware Pot","2","1.00","m\Misc_pot_redware_03.NIF","m\Tx_pot_redware_03.tga",""
"misc_de_pot_redware_04","Misc","Redware Pot","2","2.00","m\Misc_pot_redware_04.NIF","m\Tx_pot_redware_04.tga",""
"misc_de_pot_redware_04_uni","Misc","Redware Pot","2","2.00","m\Misc_pot_redware_04.NIF","m\Tx_pot_redware_04.tga",""
"misc_de_tankard_01","Misc","Tankard","2","2.00","m\Misc_De_Tankard_01.NIF","m\Misc_De_Tankard_01.tga",""
"misc_dwarfbone_unique","Misc","Dwarven Bone","1","1.00","f\Furn_bone_01.nif","m\misc_Pop_bone00.tga",""
"misc_dwrv_ark_cube00","Misc","Dwemer puzzle box","10","5.00","m\misc_dwrv_Ark_cube00.nif","m\misc_dwrv_Ark_cube00.tga","Dwemer_box"
"misc_dwrv_ark_key00","Misc","Key to Lower Arkngthand","300","0.00","m\misc_dwrv_Ark_key00.nif","m\misc_dwrv_Ark_key00.tga",""
"misc_dwrv_artifact00","Misc","Dwemer Cylinder","35","5.00","m\misc_dwrv_artifact00.nif","m\misc_dwrv_artifact00.tga",""
"misc_dwrv_artifact10","Misc","Dwemer Scarab Plans","100","0.20","m\misc_dwrv_artifact10.nif","m\misc_dwrv_artifact10.tga",""
"misc_dwrv_artifact20","Misc","Dwemer Airship Plans","400","0.10","m\misc_dwrv_artifact20.nif","m\misc_dwrv_artifact20.tga",""
"misc_dwrv_artifact30","Misc","Anumidium Plans","200","0.01","m\misc_dwrv_artifact30.nif","m\misc_dwrv_artifact30.tga",""
"misc_dwrv_artifact40","Misc","Dwemer Scarab Schematics","100","0.10","m\misc_dwrv_artifact40.nif","m\misc_dwrv_artifact40.tga",""
"misc_dwrv_artifact50","Misc","Dwemer Coherer","60","40.00","m\misc_dwrv_artifact50.nif","m\misc_dwrv_artifact50.tga",""
"misc_dwrv_artifact60","Misc","Dwemer Tube","40","0.50","m\misc_dwrv_artifact60.nif","m\misc_dwrv_artifact60.tga",""
"misc_dwrv_artifact70","Misc","Dwemer Schematic","1200","0.10","m\misc_dwrv_artifact70.NIF","m\misc_dwrv_artifact70.tga",""
"misc_dwrv_artifact80","Misc","Dwemer Centurion Plans","1200","0.10","m\misc_dwrv_artifact80.NIF","m\misc_dwrv_artifact80.tga",""
"misc_dwrv_artifact_ils","Misc","Drinar Varyon's Dwemer Tube","40","0.50","m\misc_dwrv_artifact60.nif","m\misc_dwrv_artifact60.tga",""
"misc_dwrv_bowl00","Misc","Ornate Dwemer Bowl","10","3.00","m\misc_dwrv_bowl00.nif","m\misc_dwrv_bowl00.tga",""
"misc_dwrv_bowl00_uni","Misc","Ornate Dwemer Bowl","10","3.00","m\misc_dwrv_bowl00.nif","m\misc_dwrv_bowl00.tga",""
"misc_dwrv_coin00","Misc","Dwemer Coin","50","0.05","m\misc_dwrv_coin00.nif","m\misc_dwrv_coin00.tga",""
"misc_dwrv_cursed_coin00","Misc","Dwemer Coin","125","0.05","m\misc_dwrv_coin00.nif","m\misc_dwrv_coin00.tga","BILL_MarksDwvGhostSummon"
"misc_dwrv_gear00","Misc","Rusty Dwemer Cog","100","50.00","m\misc_dwrv_gear00.nif","m\misc_dwrv_gear00.tga",""
"misc_dwrv_goblet00","Misc","Ornate Dwemer Goblet","20","4.00","m\misc_dwrv_goblet00.nif","m\misc_dwrv_goblet00.tga",""
"misc_dwrv_goblet00_uni","Misc","Ornate Dwemer Goblet","20","4.00","m\misc_dwrv_goblet00.nif","m\misc_dwrv_goblet00.tga",""
"misc_dwrv_goblet10","Misc","Ornate Dwemer Goblet","30","3.00","m\misc_dwrv_goblet10.nif","m\misc_dwrv_goblet10.tga",""
"misc_dwrv_goblet10_tgcp","Misc","Large Dewmer Goblet","30","3.00","m\misc_dwrv_goblet10.nif","m\misc_dwrv_goblet10.tga",""
"misc_dwrv_goblet10_uni","Misc","Ornate Dwemer Goblet","30","3.00","m\misc_dwrv_goblet10.nif","m\misc_dwrv_goblet10.tga",""
"misc_dwrv_mug00","Misc","Dwemer Mug","10","2.00","m\misc_dwrv_mug00.nif","m\misc_dwrv_mug00.tga",""
"misc_dwrv_mug00_uni","Misc","Dwemer Mug","10","2.00","m\misc_dwrv_mug00.nif","m\misc_dwrv_mug00.tga",""
"misc_dwrv_pitcher00","Misc","Ornate Dwemer Pitcher","40","8.00","m\misc_dwrv_pitcher00.nif","m\misc_dwrv_pitcher00.tga",""
"misc_dwrv_pitcher00_uni","Misc","Ornate Dwemer Pitcher","40","8.00","m\misc_dwrv_pitcher00.nif","m\misc_dwrv_pitcher00.tga",""
"misc_dwrv_weather","Misc","Powered Dwemer Coherer","60","40.00","m\misc_dwrv_artifact50.nif","m\misc_dwrv_artifact50.tga",""
"misc_dwrv_weather2","Misc","Powered Dwemer Coherer","60","40.00","m\misc_dwrv_artifact50.nif","m\misc_dwrv_artifact50.tga","weatherpowerScript"
"Misc_fakesoulgem","Misc","Fake Soul Gem","0","0.50","m\Misc_soulgem_lesser.nif","m\Tx_soulgem_Lesser.tga",""
"misc_flask_01","Misc","Flask","1","1.00","m\Misc_flask_01.NIF","m\Tx_flask_01.tga",""
"misc_flask_02","Misc","Flask","1","1.00","m\Misc_flask_02.NIF","m\Tx_flask_02.tga",""
"misc_flask_03","Misc","Flask","1","1.00","m\Misc_flask_03.NIF","m\Tx_flask_03.tga",""
"misc_flask_04","Misc","Flask","1","1.00","m\Misc_flask_04.NIF","m\Tx_flask_04.tga",""
"Misc_flask_grease","Misc","Jar of grease","15","2.00","m\Misc_Potion_Cheap_01.nif","m\Tx_potion_cheap_01.tga",""
"misc_goblet_dagoth","Misc","House Dagoth cup","500","1.00","m\Misc_6th_Goblet.NIF","m\Misc_6th_Goblet.tga",""
"misc_hook","Misc","Hook","1","3.00","f\Furn_hook_01.nif","m\Misc_Hook.tga",""
"Misc_Imp_Silverware_Bowl","Misc","Silverware Bowl","21","5.00","m\Misc_Silverware_Bowl.NIF","m\Misc_Silverware_Bowl.tga",""
"misc_imp_silverware_cup","Misc","Silverware Cup","13","5.00","m\Misc_Silverware_Cup.NIF","m\Misc_Silverware_Cup.tga",""
"Misc_Imp_Silverware_Cup_01","Misc","Silverware Cup","13","5.00","m\Misc_Silverware_Cup_01.NIF","m\Misc_Silverware_Cup_01.tga",""
"misc_imp_silverware_pitcher","Misc","Silverware Pitcher","30","7.00","m\Misc_Silverware_Pitcher.NIF","m\Misc_Silverware_Pitcher.tga",""
"misc_imp_silverware_pitcher_uni","Misc","Silverware Pitcher","30","7.00","m\Misc_Silverware_Pitcher.NIF","m\Misc_Silverware_Pitcher.tga",""
"misc_imp_silverware_plate_01","Misc","Silverware Plate","17","3.00","m\Misc_Silverware_Plate_01.NIF","m\Misc_Silverware_Plate_01.tga",""
"misc_imp_silverware_plate_02","Misc","Silverware Plate","17","3.00","m\Misc_Silverware_Plate_02.NIF","m\Misc_Silverware_Plate_02.tga",""
"misc_imp_silverware_plate_03","Misc","Silverware Plate","17","3.00","m\Misc_Silverware_Plate_03.NIF","m\Misc_Silverware_Plate_03.tga",""
"Misc_Inkwell","Misc","Inkwell","2","1.00","m\Misc_Inkwell.NIF","m\Misc_Inkwell.tga",""
"misc_lw_bowl","Misc","Limeware Bowl","520","5.00","m\Misc_LW_Bowl.NIF","m\Misc_LW_Bowl.tga",""
"misc_lw_bowl_chapel","Misc","Chapel Limeware Bowl","1000","5.00","m\Misc_LW_Bowl.NIF","m\Misc_LW_Bowl.tga",""
"misc_lw_cup","Misc","Limeware Cup","223","2.00","m\Misc_LW_Cup.NIF","m\Misc_LW_Cup.tga",""
"misc_lw_flask","Misc","Limeware Flask","325","3.00","m\Misc_LW_Flask.NIF","m\Misc_LW_Flask.tga",""
"misc_lw_platter","Misc","Limeware Platter","650","5.00","m\Misc_LW_Platter.NIF","m\Misc_LW_Platter.tga",""
"Misc_Potion_Cheap_01","Misc","","0","0.00","m\Misc_Potion_Cheap_01.nif","",""
"Misc_Quill","Misc","Quill Pen","1","0.01","m\Misc_Quill.NIF","m\Misc_Quill.tga",""
"misc_rollingpin_01","Misc","Rolling Pin","1","3.00","m\Misc_rollingpin_01.NIF","m\Tx_rollingpin_01.tga",""
"misc_shears_01","Misc","Shears","1","1.00","m\Misc_shears_01.NIF","m\Tx_shears_01.tga",""
"misc_skooma_vial","Misc","Empty Vial","1","1.00","n\Potion_Skooma_01.nif","n\Tx_skooma_01.tga",""
"misc_skull00","Misc","Skull","0","0.50","m\misc_skull00.nif","m\misc_skull00.tga",""
"misc_skull10","Misc","Servant's Skull","0","0.50","m\misc_skull10.nif","m\misc_skull10.tga",""
"misc_skull_griss","Misc","Skull of Griss the Yellow","0","0.50","m\misc_skull00.nif","m\misc_skull00.tga",""
"misc_skull_griss_floor","Misc","Skull of Griss the Yellow","0","0.50","m\misc_skull00.nif","m\misc_skull00.tga",""
"misc_Skull_Llevule","Misc","Skull of Llevule Andrano","0","0.50","m\misc_skull00.nif","m\misc_skull00.tga",""
"misc_skull_oddfrid","Misc","Oddfrid White-Lip","0","0.50","m\misc_skull00.nif","m\misc_skull00.tga","OddfridFind"
"misc_skull_Skaal","Misc","Skull of a Skaal Warrior","0","0.50","m\misc_skull00.nif","m\misc_skull00.tga",""
"Misc_SoulGem_Azura","Misc","Azura's Star","5000","2.00","w\W_Art_AzuraStar .NIF","w\tx_art_azura_star.tga",""
"Misc_SoulGem_Common","Misc","Common Soul Gem","40","1.00","m\Misc_soulgem_common.NIF","m\Tx_soulgem_Common.tga",""
"Misc_SoulGem_Grand","Misc","Grand Soul Gem","200","2.00","m\Misc_soulgem_grand.NIF","m\Tx_soulgem_Grand.tga",""
"Misc_SoulGem_Greater","Misc","Greater Soul Gem","60","1.50","m\Misc_soulgem_greater.NIF","m\Tx_soulgem_Greater.tga",""
"Misc_SoulGem_Lesser","Misc","Lesser Soul Gem","20","0.50","m\Misc_soulgem_lesser.NIF","m\Tx_soulgem_Lesser.tga",""
"Misc_SoulGem_Petty","Misc","Petty Soul Gem","10","0.20","m\Misc_soulgem_petty.NIF","m\Tx_soulgem_Petty.tga",""
"misc_spool_01","Misc","Spool","1","0.50","m\Misc_spool_01.NIF","m\Tx_spool_01.tga",""
"misc_uni_pillow_01","Misc","Pillow","1","1.00","m\Misc_Com_Pillow_01.NIF","m\Misc_Com_Pillow_01.tga",""
"Misc_Uni_Pillow_02","Misc","Pillow","1","1.00","m\Misc_Uni_Pillow_02.NIF","m\Misc_Uni_Pillow_02.tga",""
"misc_uni_pillow_unique","Misc","Extra-Comfy Pillow","1","1.00","m\Misc_Com_Pillow_01.NIF","m\Misc_Com_Pillow_01.tga","pillowScript"
"misc_uniq_egg_of_gold","Misc","Golden Egg","150","30.00","m\Misc_kwamaegg_gold_01.NIF","m\Tx_food_kwama_egg_02.tga",""
"misc_vivec_ashmask_01","Misc","Vivec Ashmask","50000","3.00","m\Misc_vivec_ashmask_01.NIF","m\Tx_vivec_ashmask_01.tga","shrineGnisisRealMask"
"misc_vivec_ashmask_01_fake","Misc","Vivec Ashmask","500","3.00","m\Misc_vivec_ashmask_01.NIF","m\Tx_vivec_ashmask_01.tga","noPickUp"
"misc_wraithguard_no_equip","Misc","Unique Dwemer Artifact","1","1.00","a\A_Art_Wraithguard_GND.NIF","a\TX_Art_wraithguard.tga",""
