"ID","ItemType","Model"
"in_dae_rubble_01c","Static","f\Furn_DAE_rubble_01c.NIF"
"in_dae_rubble_03a","Static","f\Furn_DAE_rubble_03a.NIF"
"in_dae_rubble_03b","Static","f\Furn_DAE_rubble_03b.NIF"
"in_dae_rubble_04a","Static","f\Furn_DAE_rubble_04a.NIF"
"in_dae_rubble_05","Static","f\Furn_DAE_rubble_05.NIF"
"in_dae_rubble_06","Static","f\Furn_DAE_rubble_06.NIF"
"in_dae_rubble_07","Static","f\Furn_DAE_rubble_07.NIF"
"in_dae_rubble_pointy","Static","f\Furn_DAE_rubble_pointy.NIF"
"in_dagoth_plate00","Static","i\in_dagoth_plate00.NIF"
"in_dagoth_plate10","Static","i\in_dagoth_plate10.NIF"
"in_dagoth_plate20","Static","i\in_dagoth_plate20.NIF"
"in_dagoth_scaffold00","Static","i\in_dagoth_scaffold00.NIF"
"In_DB_front","Static","i\In_DB_front.NIF"
"In_DB_front01","Static","i\In_DB_front01.NIF"
"in_de_shack_01","Static","i\In_De_Shack_01.NIF"
"in_de_shack_02","Static","i\In_De_Shack_02.NIF"
"in_de_shack_03","Static","i\In_De_Shack_03.NIF"
"In_De_Shack_04","Static","i\In_De_Shack_04.NIF"
"in_de_shack_05","Static","i\In_De_Shack_05.NIF"
"in_de_ship_lowerlevel","Static","i\In_DE_ship_lowerlevel.NIF"
"in_de_ship_upperlevel","Static","i\In_DE_ship_upperlevel.NIF"
"In_DE_shipcabin","Static","i\In_DE_shipcabin.NIF"
"in_de_shipwreck_top","Static","i\In_DE_shipwreck_top.NIF"
"In_DE_shipwreckLL_LG","Static","i\In_DE_shipwreckLL_LG.NIF"
"In_DE_shipwreckUL_LG","Static","i\In_DE_shipwreckUL_LG.NIF"
"in_dwe_archway00_end","Static","i\in_dwe_archway00_end.NIF"
"in_dwe_archway00_exp","Static","i\in_dwe_archway00_exp.NIF"
"in_dwe_corr2_00_exp","Static","i\in_dwe_corr2_00_exp.NIF"
"in_dwe_corr4_exp","Static","i\in_dwe_corr4_exp.NIF"
"in_dwe_end00_exp","Static","i\in_dwe_end00_exp.NIF"
"in_dwe_hall00_exp","Static","i\in_dwe_hall00_exp.NIF"
"in_dwe_hall_enter_00","Static","i\in_dwe_hall_enter_00.NIF"
"in_dwe_hall_wall00_bk","Static","i\in_dwe_hall_wall00_bk.NIF"
"in_dwe_hall_wall00_exp","Static","i\in_dwe_hall_wall00_exp.NIF"
"in_dwe_pill_bk00","Static","i\in_dwe_pill_bk00.NIF"
"in_dwe_pill_bk01","Static","i\in_dwe_pill_bk01.NIF"
"in_dwe_pill_bk02","Static","i\in_dwe_pill_bk02.NIF"
"in_dwe_pill_bk03","Static","i\in_dwe_pill_bk03.NIF"
"in_dwe_pillar00_exp","Static","i\in_dwe_pillar00_exp.NIF"
"in_dwe_pipe00_exp","Static","i\in_dwe_pipe00_exp.NIF"
"in_dwe_ramp00_exp","Static","i\in_dwe_ramp00_exp.NIF"
"in_dwe_rod00_exp","Static","i\in_dwe_rod00_exp.NIF"
"in_dwe_rod01_exp","Static","i\in_dwe_rod01_exp.NIF"
"in_dwe_rubble00","Static","i\in_dwe_rubble00.NIF"
"in_dwe_rubble01","Static","i\in_dwe_rubble01.NIF"
"in_dwe_rubble02","Static","i\in_dwe_rubble02.NIF"
"in_dwe_slate00","Static","i\in_dwe_slate00.NIF"
"in_dwe_slate01","Static","i\in_dwe_slate01.NIF"
"in_dwe_slate02","Static","i\in_dwe_slate02.NIF"
"in_dwe_slate03","Static","i\in_dwe_slate03.NIF"
"in_dwe_slate04","Static","i\in_dwe_slate04.NIF"
"in_dwe_slate05","Static","i\in_dwe_slate05.NIF"
"in_dwe_slate06","Static","i\in_dwe_slate06.NIF"
"in_dwe_slate07","Static","i\in_dwe_slate07.NIF"
"in_dwe_slate08","Static","i\in_dwe_slate08.NIF"
"in_dwe_slate09","Static","i\in_dwe_slate09.NIF"
"in_dwe_slate10","Static","i\in_dwe_slate10.NIF"
"in_dwe_slate11","Static","i\in_dwe_slate11.NIF"
"in_dwe_turbine00_exp","Static","i\in_dwe_turbine00_exp.NIF"
"in_dwe_utilcorr00_exp","Static","i\in_dwe_utilcorr00_exp.NIF"
"in_dwe_utilcorr01_exp","Static","i\in_dwe_utilcorr01_exp.NIF"
"in_dwe_weathmach00_exp","Static","i\in_dwe_weathmach00_exp.NIF"
"in_dwr_tower_int00","Static","i\in_dwrv_tower_int00.NIF"
"in_dwrv_corr1_00","Static","i\in_dwrv_corr1_00.nif"
"in_dwrv_corr2_00","Static","i\in_dwrv_corr2_00.nif"
"in_dwrv_corr2_01","Static","i\in_dwrv_corr2_01.nif"
"in_dwrv_corr2_02","Static","i\in_dwrv_corr2_02.nif"
"in_dwrv_corr2_03","Static","i\in_dwrv_corr2_03.nif"
"in_dwrv_corr2_04","Static","i\in_dwrv_corr2_04.nif"
"in_dwrv_corr3_00","Static","i\in_dwrv_corr3_00.nif"
"in_dwrv_corr3_01","Static","i\in_dwrv_corr3_01.nif"
"in_dwrv_corr3_02","Static","i\in_dwrv_corr3_02.nif"
"in_dwrv_corr4_00","Static","i\in_dwrv_corr4_00.nif"
"in_dwrv_corr4_01","Static","i\in_dwrv_corr4_01.nif"
"in_dwrv_corr4_02","Static","i\in_dwrv_corr4_02.nif"
"in_dwrv_corr4_03","Static","i\in_dwrv_corr4_03.nif"
"in_dwrv_corr4_04","Static","i\in_dwrv_corr4_04.nif"
"in_dwrv_corr4_05","Static","i\in_dwrv_corr4_05.nif"
"in_dwrv_door_static00","Static","d\door_dwrv_inner00.nif"
"in_dwrv_doorjam00","Static","i\in_dwrv_doorjam00.nif"
"in_dwrv_gear00","Static","i\in_dwrv_gear00.nif"
"in_dwrv_gear10","Static","i\in_dwrv_gear10.nif"
"in_dwrv_gear20","Static","i\in_dwrv_gear20.nif"
"in_dwrv_hall2_00","Static","i\in_dwrv_hall2_00.nif"
"in_dwrv_hall3_00","Static","i\in_dwrv_hall3_00.nif"
"in_dwrv_hall4_00","Static","i\in_dwrv_hall4_00.nif"
"in_dwrv_hall4_01","Static","i\in_dwrv_hall4_01.nif"
"in_dwrv_hall4_02","Static","i\in_dwrv_hall4_02.nif"
"in_dwrv_hall4_03","Static","i\in_dwrv_hall4_03.nif"
"in_dwrv_lift00","Static","i\in_dwrv_lift00.nif"
"in_dwrv_obsrv00","Static","i\in_dwrv_obsrv00.nif"
"in_dwrv_oilslick00","Static","i\in_dwrv_oilslick00.nif"
"in_dwrv_scope00","Static","i\in_dwrv_scope00.nif"
"in_dwrv_scope10","Static","i\in_dwrv_scope10.nif"
"in_dwrv_scope20","Static","i\in_dwrv_scope20.nif"
"in_dwrv_scope30","Static","i\in_dwrv_scope30.nif"
"in_dwrv_scope40","Static","i\in_dwrv_scope40.nif"
"in_dwrv_scope50","Static","i\in_dwrv_scope50.nif"
"in_dwrv_shaft00","Static","i\in_dwrv_shaft00.nif"
"in_dwrv_shaft10","Static","i\in_dwrv_shaft10.nif"
"in_dwrv_wall00","Static","i\in_dwrv_wall00.nif"
"in_dwrv_wall10","Static","i\in_dwrv_wall10.nif"
"in_dwrv_wall_nchuleftingth1","Static","i\in_dwrv_wall10.nif"
"in_glacier_arch","Static","i\in_glacier_arch.NIF"
"in_glacier_arch02","Static","i\in_glacier_arch02.NIF"
"In_Glacier_cave01","Static","i\In_Glacier_cave01.NIF"
"In_Glacier_connect_Lcave","Static","i\In_Glacier_connect_Lcave.NIF"
"in_Glaciercave_07","Static","i\in_Glaciercave_07.NIF"
"In_GreatHall_backwall","Static","i\In_GreatHall_backwall.NIF"
"In_GreatHall_pillar","Static","i\In_GreatHall_pillar.NIF"
"in_hlaalu_ashpit_01","Static","i\In_Hlaalu_Ashpit_01.NIF"
"in_hlaalu_ashpit_02","Static","i\In_Hlaalu_Ashpit_02.NIF"
"in_hlaalu_doorjamb","Static","i\In_Hlaalu_Doorjamb.NIF"
"in_hlaalu_doorjamb_load","Static","i\In_Hlaalu_Doorjamb_Load.NIF"
"in_hlaalu_hall_128","Static","i\In_Hlaalu_Hall_128.NIF"
"in_hlaalu_hall_3way","Static","i\In_Hlaalu_Hall_3way.NIF"
"in_hlaalu_hall_4way","Static","i\In_Hlaalu_Hall_4way.NIF"
"in_hlaalu_hall_center","Static","i\In_Hlaalu_Hallway_Center.NIF"
"in_hlaalu_hall_corner_01","Static","i\In_Hlaalu_Hall_Corner_01.NIF"
"in_hlaalu_hall_end","Static","i\In_Hlaalu_Hallway_End.NIF"
"in_hlaalu_hall_rail","Static","i\In_Hlaalu_Hall_Rail.NIF"
"in_hlaalu_hall_ramp","Static","i\In_Hlaalu_Hallway_Ramp.NIF"
"in_hlaalu_hall_stairs","Static","i\In_Hlaalu_Hallway_Stairs.NIF"
"in_hlaalu_hall_stairsl","Static","i\In_Hlaalu_Hall_StairsL.NIF"
"in_hlaalu_hall_stairsr","Static","i\In_Hlaalu_Hall_StairsR.NIF"
"in_hlaalu_hallt_3way","Static","i\In_Hlaalu_HallT_3way.NIF"
"in_hlaalu_hallt_3wayd","Static","i\In_Hlaalu_HallT_3wayD.NIF"
"in_hlaalu_hallt_4way","Static","i\In_Hlaalu_HallT_4way.NIF"
"in_hlaalu_hallt_center","Static","i\In_Hlaalu_HallT_Center.NIF"
"in_hlaalu_hallt_centerd","Static","i\In_Hlaalu_HallT_CenterD.NIF"
"in_hlaalu_hallt_cornd_01","Static","i\In_Hlaalu_HallT_CornD_01.NIF"
"in_hlaalu_hallt_cornd_02","Static","i\In_Hlaalu_HallT_CornD_02.NIF"
"in_hlaalu_hallt_corner_01","Static","i\In_Hlaalu_HallT_Corner_01.NIF"
"in_hlaalu_hallt_end","Static","i\In_Hlaalu_HallT_End.NIF"
"in_hlaalu_hallt_entry","Static","i\In_Hlaalu_HallT_Entry.NIF"
"in_hlaalu_hallway_center","Static","i\In_Hlaalu_Hallway_Center.NIF"
"in_hlaalu_hallway_end","Static","i\In_Hlaalu_Hallway_End.NIF"
"in_hlaalu_hallway_ramp","Static","i\In_Hlaalu_Hallway_Ramp.NIF"
"in_hlaalu_hallway_stairs","Static","i\In_Hlaalu_Hallway_Stairs.NIF"
"In_Hlaalu_Platform_01","Static","i\In_Hlaalu_Platform_01.NIF"
"In_Hlaalu_Platform_02","Static","i\In_Hlaalu_Platform_02.NIF"
"in_hlaalu_room_center","Static","i\In_Hlaalu_Room_Center.NIF"
"in_hlaalu_room_center_01","Static","i\In_Hlaalu_Room_Center_01.NIF"
"in_hlaalu_room_corner","Static","i\In_Hlaalu_Room_Corner.NIF"
"in_hlaalu_room_door1","Static","i\In_Hlaalu_Room_Door1.NIF"
"in_hlaalu_room_door2","Static","i\In_Hlaalu_Room_Door2.NIF"
"In_Hlaalu_Room_Door3","Static","i\In_Hlaalu_Room_Door3.NIF"
"In_Hlaalu_Room_Door4","Static","i\In_Hlaalu_Room_Door4.NIF"
"in_hlaalu_room_entry","Static","i\In_Hlaalu_Room_Entry.NIF"
"in_hlaalu_room_post","Static","i\In_Hlaalu_Room_Post.NIF"
"in_hlaalu_room_rail","Static","i\In_Hlaalu_Room_Rail.NIF"
"in_hlaalu_room_side","Static","i\In_Hlaalu_Room_Side.NIF"
"in_hlaalu_room_stairsl","Static","i\In_Hlaalu_Room_StairsL.NIF"
"in_hlaalu_room_stairsr","Static","i\In_Hlaalu_Room_StairsR.NIF"
"in_hlaalu_roomt_center","Static","i\In_Hlaalu_RoomT_Center.NIF"
"in_hlaalu_roomt_cornd_01","Static","i\In_Hlaalu_RoomT_CornD_01.NIF"
"in_hlaalu_roomt_cornd_02","Static","i\In_Hlaalu_RoomT_CornD_02.NIF"
"in_hlaalu_roomt_corner_01","Static","i\In_Hlaalu_RoomT_Corner_01.NIF"
"in_hlaalu_roomt_corner_02","Static","i\In_Hlaalu_RoomT_Corner_02.NIF"
"in_hlaalu_roomt_corner_03","Static","i\In_Hlaalu_RoomT_Corner_03.NIF"
"in_hlaalu_roomt_entry","Static","i\In_Hlaalu_RoomT_Entry.NIF"
"in_hlaalu_roomt_post","Static","i\In_Hlaalu_RoomT_Post.NIF"
"in_hlaalu_roomt_side","Static","i\In_Hlaalu_RoomT_Side.NIF"
"in_hlaalu_roomt_sided","Static","i\In_Hlaalu_RoomT_SideD.NIF"
"in_hlaalu_wall","Static","i\In_Hlaalu_Wall.NIF"
"In_icesheet_01","Static","i\In_icesheet_01.NIF"
"In_icesheet_02","Static","i\In_icesheet_02.NIF"
"in_imp_fireplace_grand","Static","i\In_imp_fireplace_grand.nif"
"in_impbig_4way_01","Static","i\In_impbig_4way_01.NIF"
"in_impbig_blend_01","Static","i\In_impbig_blend_01.NIF"
"in_impbig_wall_01","Static","i\In_impbig_wall_01.NIF"
"in_impsmall_3way_01","Static","i\In_impsmall_3way_01.NIF"
"in_impsmall_4way_01","Static","i\In_impsmall_4way_01.NIF"
"in_impsmall_corner_01","Static","i\In_impsmall_corner_01.NIF"
"in_impsmall_dj_cave_01","Static","i\In_impsmall_dj_cave_01.NIF"
"in_impsmall_dj_hidden_01","Static","i\In_impsmall_dj_hidden_01.NIF"
"In_impsmall_door_jail_01_static","Static","d\In_impsmall_door_jail_01.nif"
"in_impsmall_doorjam_01","Static","i\In_impsmall_doorjam_01.NIF"
"in_impsmall_endcap_01","Static","i\In_impsmall_endcap_01.NIF"
"in_impsmall_hall_01","Static","i\In_impsmall_hall_01.NIF"
"in_impsmall_hall_02","Static","i\In_impsmall_hall_02.NIF"
"in_impsmall_hall_03","Static","i\In_impsmall_hall_03.NIF"
"in_impsmall_r_3way_01","Static","i\In_impsmall_r_3way_01.NIF"
"in_impsmall_r_center_01","Static","i\In_impsmall_r_center_01.NIF"
"in_impsmall_r_corner_01","Static","i\In_impsmall_r_corner_01.NIF"
"in_impsmall_r_corner_02","Static","i\In_impsmall_r_corner_02.NIF"
"in_impsmall_r_corner_03","Static","i\In_impsmall_r_corner_03.NIF"
"in_impsmall_r_entr_01","Static","i\In_impsmall_r_entr_01.NIF"
"in_impsmall_r_entr_02","Static","i\In_impsmall_r_entr_02.NIF"
"in_impsmall_r_entr_03","Static","i\In_impsmall_r_entr_03.NIF"
"In_impsmall_r_entr_04","Static","i\In_impsmall_r_entr_04.NIF"
"in_impsmall_r_pillar_01","Static","i\In_impsmall_r_pillar_01.NIF"
"in_impsmall_shutter_01","Static","i\In_impsmall_shutter_01.NIF"
"in_impsmall_spiral_01","Static","i\In_impsmall_spiral_01.NIF"
"in_impsmall_spiral_bot_01","Static","i\In_impsmall_spiral_bot_01.NIF"
"in_impsmall_spiral_end_01","Static","i\In_impsmall_spiral_end_01.NIF"
"in_impsmall_stairs_01","Static","i\In_impsmall_stairs_01.NIF"
"in_impsmall_wall_01","Static","i\In_impsmall_wall_01.NIF"
"In_Lava_Blacksquare","Static","i\In_Lava_Blacksquare.NIF"
"in_lava_rock_01","Static","i\in_lava_rock_01.nif"
"in_lava_rock_02","Static","i\in_lava_rock_02.nif"
"in_lava_rock_03","Static","i\in_lava_rock_03.nif"
"in_lava_rock_04","Static","i\in_lava_rock_04.nif"
"in_lava_rock_05","Static","i\in_lava_rock_05.nif"
"in_lava_rock_06","Static","i\in_lava_rock_06.nif"
"in_lava_rock_07","Static","i\in_lava_rock_07.nif"
"in_lava_rock_08","Static","i\in_lava_rock_08.nif"
"in_lava_rock_09","Static","i\in_lava_rock_09.nif"
"in_lava_rock_10","Static","i\in_lava_rock_10.nif"
"in_lava_rock_11","Static","i\in_lava_rock_11.nif"
"in_lava_rock_12","Static","i\in_lava_rock_12.nif"
"in_lava_rock_13","Static","i\in_lava_rock_13.nif"
"in_lava_rock_14","Static","i\in_lava_rock_14.nif"
"in_lava_rock_15","Static","i\in_lava_rock_15.nif"
"in_lava_rock_16","Static","i\in_lava_rock_16.nif"
"in_lava_rock_17","Static","i\in_lava_rock_17.nif"
"in_lava_rock_18","Static","i\in_lava_rock_18.nif"
"in_lava_rock_19","Static","i\in_lava_rock_19.nif"
"in_lava_rock_20","Static","i\in_lava_rock_20.nif"
"in_lava_rock_21","Static","i\in_lava_rock_21.nif"
"in_lava_rock_22","Static","i\in_lava_rock_22.nif"
"in_lava_rock_23","Static","i\in_lava_rock_23.nif"
"in_lava_rock_24","Static","i\in_lava_rock_24.nif"
"in_lava_rock_25","Static","i\in_lava_rock_25.nif"
"in_lava_rock_26","Static","i\in_lava_rock_26.nif"
"in_lava_rock_27","Static","i\in_lava_rock_27.nif"
"in_lava_rock_28","Static","i\in_lava_rock_28.nif"
"in_lavaboulder00","Static","i\in_lavaboulder00.nif"
"in_lavaboulder01","Static","i\in_lavaboulder01.nif"
"in_lavaboulder02","Static","i\in_lavaboulder02.nif"
"in_lavaboulder03","Static","i\in_lavaboulder03.nif"
"in_lavaboulder04","Static","i\in_lavaboulder04.nif"
"in_lavaboulder05","Static","i\in_lavaboulder05.nif"
"in_lavacave2_00","Static","i\in_lavacave2_00.nif"
"in_lavacave2_01","Static","i\in_lavacave2_01.nif"
"in_lavacave2_02","Static","i\in_lavacave2_02.nif"
"in_lavacave2_03","Static","i\in_lavacave2_03.nif"
"in_lavacave2_04","Static","i\in_lavacave2_04.nif"
"in_lavacave2_05","Static","i\in_lavacave2_05.nif"
"in_lavacave2_06","Static","i\in_lavacave2_06.nif"
"in_lavacave2_07","Static","i\in_lavacave2_07.nif"
"in_lavacave2_08","Static","i\in_lavacave2_08.nif"
"in_lavacave2_09","Static","i\in_lavacave2_09.nif"
"in_lavacave2_end","Static","i\in_lavacave2_end.nif"
"in_lavacave2_s_00","Static","i\in_lavacave2_s_00.nif"
"in_lavacave2_s_01","Static","i\in_lavacave2_s_01.nif"
"in_lavacave2_s_02","Static","i\in_lavacave2_s_02.nif"
"in_lavacave2_s_03","Static","i\in_lavacave2_s_03.nif"
"in_lavacave2_s_04","Static","i\in_lavacave2_s_04.nif"
"in_lavacave2_s_05","Static","i\in_lavacave2_s_05.nif"
"in_lavacave2_s_06","Static","i\in_lavacave2_s_06.nif"
"in_lavacave2_s_end","Static","i\in_lavacave2_s_end.nif"
"in_lavacave4_00","Static","i\in_lavacave4_00.nif"
"in_lavacave4_s_00","Static","i\in_lavacave4_s_00.nif"
"in_lavacave_00","Static","i\in_lavacave_00.nif"
"in_lavacave_01","Static","i\in_lavacave_01.nif"
"in_lavacave_02","Static","i\in_lavacave_02.nif"
"in_lavacave_03","Static","i\in_lavacave_03.nif"
"in_lavacave_04","Static","i\in_lavacave_04.nif"
"in_lavacave_05","Static","i\in_lavacave_05.nif"
"in_lavacave_06","Static","i\in_lavacave_06.nif"
"in_lavacave_07","Static","i\in_lavacave_07.nif"
"in_lavacave_08","Static","i\in_lavacave_08.nif"
"in_lavacave_09","Static","i\in_lavacave_09.nif"
"in_lavacave_10","Static","i\in_lavacave_10.nif"
"in_lavacave_11","Static","i\in_lavacave_11.nif"
"in_lavacave_12","Static","i\in_lavacave_12.nif"
"in_lavacave_13","Static","i\in_lavacave_13.nif"
"in_lavacave_14","Static","i\in_lavacave_14.nif"
"in_lavacave_15","Static","i\in_lavacave_15.nif"
"in_lavacave_16","Static","i\in_lavacave_16.nif"
"in_lavacave_17","Static","i\in_lavacave_17.nif"
"in_lavacave_18","Static","i\in_lavacave_18.nif"
"in_lavacave_19","Static","i\in_lavacave_19.nif"
"in_lavacave_21","Static","i\in_lavacave_21.nif"
"in_lavacave_21_1","Static","i\in_lavacave_21_1.nif"
"in_lavacave_25","Static","i\in_lavacave_25.nif"
"in_lavacave_26","Static","i\in_lavacave_26.nif"
"in_lavacave_27","Static","i\in_lavacave_27.nif"
"in_lavacave_28_1","Static","i\in_lavacave_28_1.nif"
"in_lavacave_doorway00","Static","i\in_lavacave_doorway00.nif"
"in_lavacave_exit00","Static","i\in_lavacave_exit00.nif"
"in_lavacave_form00","Static","i\in_lavacave_form00.nif"
"in_lavacave_form10","Static","i\in_lavacave_form10.nif"
"in_lavacave_form20","Static","i\in_lavacave_form20.nif"
"in_lavacave_form30","Static","i\in_lavacave_form30.nif"
"in_lavacave_lroom2_00","Static","i\in_lavacave_lroom2_00.nif"
"in_lavacave_lroom3_00","Static","i\in_lavacave_lroom3_00.nif"
"in_lavacave_lroom3_01","Static","i\in_lavacave_lroom3_01.nif"
"in_lavacave_lroom3_02","Static","i\in_lavacave_lroom3_02.nif"
"in_lavacave_lroom4_01","Static","i\in_lavacave_lroom4_01.nif"
"in_lavacave_lroom4_02","Static","i\in_lavacave_lroom4_02.nif"
"in_lavacave_lroom4_03","Static","i\in_lavacave_lroom4_03.nif"
"in_lavacave_lroom4_04","Static","i\in_lavacave_lroom4_04.nif"
"in_lavacave_lroom4_05","Static","i\in_lavacave_lroom4_05.nif"
"in_lavacave_nat_exit00","Static","i\in_lavacave_nat_exit00.nif"
"in_lavacave_sroom2_00","Static","i\in_lavacave_sroom2_00.nif"
"in_lavacave_sroom3_00","Static","i\in_lavacave_sroom3_00.nif"
"in_lavacave_sroom3_01","Static","i\in_lavacave_sroom3_01.nif"
"in_lavacave_sroom3_02","Static","i\in_lavacave_sroom3_02.nif"
"in_lavacave_sroom4_01","Static","i\in_lavacave_sroom4_01.nif"
"in_lavacave_sroom4_02","Static","i\in_lavacave_sroom4_02.nif"
"in_lavacave_sroom4_03","Static","i\in_lavacave_sroom4_03.nif"
"in_lavacave_sroom4_04","Static","i\in_lavacave_sroom4_04.nif"
"in_lavacave_sroom4_05","Static","i\in_lavacave_sroom4_05.nif"
"in_lavacave_stal00","Static","i\in_lavacave_stal00.nif"
"in_lavacave_stal10","Static","i\in_lavacave_stal10.nif"
"in_lavacave_stal20","Static","i\in_lavacave_stal20.nif"
"in_lavacave_stal30","Static","i\in_lavacave_stal30.nif"
"in_lavacave_stal40","Static","i\in_lavacave_stal40.nif"
"in_lavacave_stal50","Static","i\in_lavacave_stal50.nif"
"in_lavatrans_00","Static","i\in_lavatrans_00.nif"
"in_m_sewer_3way_01","Static","i\in_m_sewer_3way_01.NIF"
"in_m_sewer_4way_01","Static","i\in_m_sewer_4way_01.NIF"
"in_m_sewer_arch_01","Static","i\in_m_sewer_arch_01.NIF"
"In_M_sewer_bend","Static","i\In_M_sewer_bend.NIF"
"in_m_sewer_cap_01","Static","i\in_m_sewer_cap_01.NIF"
"in_m_sewer_cap_02","Static","i\in_m_sewer_cap_02.NIF"
"in_m_sewer_cap_03","Static","i\in_m_sewer_cap_03.NIF"
"in_m_sewer_cistern_01","Static","i\in_m_sewer_cistern_01.NIF"
"in_m_sewer_column_01","Static","i\in_m_sewer_column_01.NIF"
"in_m_sewer_connect_01","Static","i\in_m_sewer_connect_01.NIF"
"in_m_sewer_corner_01","Static","i\in_m_sewer_corner_01.NIF"
"in_m_sewer_door_broken","Static","d\in_m_sewer_door_02.NIF"
"in_m_sewer_drain_01","Static","i\in_m_sewer_drain_01.NIF"
"in_m_sewer_fountain_01","Static","i\in_m_sewer_fountain_01.NIF"
"in_m_sewer_hall_01","Static","i\in_m_sewer_hall_01.NIF"
"in_m_sewer_hall_02","Static","i\in_m_sewer_hall_02.NIF"
"In_M_sewer_niche_02","Static","i\In_M_sewer_niche_02.NIF"
"In_M_sewer_ramp","Static","i\In_M_sewer_ramp.NIF"
"In_M_sewer_wall","Static","i\In_M_sewer_wall.NIF"
"In_maze01","Static","i\In_maze01.NIF"
"In_maze02","Static","i\In_maze02.NIF"
"in_MH_3way_01","Static","i\in_MH_3way_01.NIF"
"in_MH_4way_01","Static","i\in_MH_4way_01.NIF"
"in_MH_cap_01","Static","i\in_MH_cap_01.NIF"
"in_MH_corner_01","Static","i\in_MH_corner_01.NIF"
"in_MH_doorjamb_01","Static","i\in_MH_doorjamb_01.NIF"
"in_MH_doorjamb_02","Static","i\in_MH_doorjamb_02.NIF"
"in_MH_hall_01","Static","i\in_MH_hall_01.NIF"
"in_MH_int_center_01","Static","i\in_MH_int_center_01.NIF"
"in_MH_int_column_01","Static","i\in_MH_int_column_01.NIF"
"in_MH_int_corner_01","Static","i\in_MH_int_corner_01.NIF"
"in_MH_int_corner_02","Static","i\in_MH_int_corner_02.NIF"
"in_MH_int_corner_03","Static","i\in_MH_int_corner_03.NIF"
"in_MH_int_corner_04","Static","i\in_MH_int_corner_04.NIF"
"in_MH_int_entrance_01","Static","i\in_MH_int_entrance_01.NIF"
"in_MH_int_rail_01","Static","i\in_MH_int_rail_01.NIF"
"in_MH_int_stairs_01","Static","i\in_MH_int_stairs_01.NIF"
"in_MH_int_wall_01","Static","i\in_MH_int_wall_01.NIF"
"in_MH_palace_room_01","Static","i\in_MH_palace_room_01.NIF"
"in_MH_palacewin_01","Static","i\in_MH_palacewin_01.NIF"
"In_MH_Pav_Lava_Cave","Static","i\In_MH_Pav_Lava_Cave.NIF"
"in_MH_ramp_01","Static","i\in_MH_ramp_01.NIF"
"in_MH_stairs_01","Static","i\in_MH_stairs_01.NIF"
"In_MH_temple_01","Static","i\In_MH_temple_01.NIF"
"in_MH_temple_02","Static","i\in_MH_temple_02.NIF"
"in_MH_temple_hall_01","Static","i\in_MH_temple_hall_01.NIF"
"In_MH_temple_tower_01","Static","i\In_MH_temple_tower_01.NIF"
"in_MH_throne_room_01","Static","i\in_MH_throne_room_01.NIF"
"in_MH_wall_01","Static","i\in_MH_wall_01.NIF"
"in_MH_wall_01_sadri","Static","i\in_MH_wall_01.NIF"
"in_MH_window_01","Static","i\in_MH_window_01.NIF"
"in_mold_rock_01","Static","i\in_mold_rock_01.nif"
"in_mold_rock_02","Static","i\in_mold_rock_02.nif"
"in_mold_rock_03","Static","i\in_mold_rock_03.nif"
"in_mold_rock_04","Static","i\in_mold_rock_04.nif"
"in_mold_rock_05","Static","i\in_mold_rock_05.nif"
"in_mold_rock_06","Static","i\in_mold_rock_06.nif"
"in_mold_rock_07","Static","i\in_mold_rock_07.nif"
"in_mold_rock_08","Static","i\in_mold_rock_08.nif"
"in_mold_rock_09","Static","i\in_mold_rock_09.nif"
"in_mold_rock_10","Static","i\in_mold_rock_10.nif"
"in_mold_rock_11","Static","i\in_mold_rock_11.nif"
"in_mold_rock_12","Static","i\in_mold_rock_12.nif"
"in_mold_rock_13","Static","i\in_mold_rock_13.nif"
"in_mold_rock_14","Static","i\in_mold_rock_14.nif"
"in_mold_rock_15","Static","i\in_mold_rock_15.nif"
"in_mold_rock_16","Static","i\in_mold_rock_16.nif"
"in_mold_rock_17","Static","i\in_mold_rock_17.nif"
"in_mold_rock_18","Static","i\in_mold_rock_18.nif"
"in_mold_rock_19","Static","i\in_mold_rock_19.nif"
"in_mold_rock_20","Static","i\in_mold_rock_20.nif"
"in_mold_rock_21","Static","i\in_mold_rock_21.nif"
"in_mold_rock_22","Static","i\in_mold_rock_22.nif"
"in_mold_rock_23","Static","i\in_mold_rock_23.nif"
"in_mold_rock_24","Static","i\in_mold_rock_24.nif"
"in_mold_rock_25","Static","i\in_mold_rock_25.nif"
"in_mold_rock_26","Static","i\in_mold_rock_26.nif"
"in_mold_rock_27","Static","i\in_mold_rock_27.nif"
"in_mold_rock_28","Static","i\in_mold_rock_28.nif"
"in_moldboulder00","Static","i\in_moldboulder00.nif"
"in_moldboulder01","Static","i\in_moldboulder01.nif"
"in_moldboulder02","Static","i\in_moldboulder02.nif"
"in_moldboulder03","Static","i\in_moldboulder03.nif"
"in_moldboulder04","Static","i\in_moldboulder04.nif"
"in_moldboulder05","Static","i\in_moldboulder05.nif"
"in_moldcave2_00","Static","i\in_moldcave2_00.nif"
"in_moldcave2_01","Static","i\in_moldcave2_01.nif"
"in_moldcave2_02","Static","i\in_moldcave2_02.nif"
"in_moldcave2_03","Static","i\in_moldcave2_03.nif"
"in_moldcave2_04","Static","i\in_moldcave2_04.nif"
"in_moldcave2_05","Static","i\in_moldcave2_05.nif"
