"ID","ItemType","Name","Script","Level","Race","Female","Class","Faction","Rank","Autocalc","Respawn","Animation","Disposition","Blood","Hair","Head","Persist","Blocked","Strength","Agility","Speed","Endurance","Personality","Intelligence","Willpower","Luck","Gold","Health","SpellPts","Magic"
"ganalyn saram","NPC","Ganalyn Saram","","9","Dark Elf","No","Alchemist Service","Hlaalu","1","No","No","","50","Default (Red)","b_n_dark elf_m_hair_16","b_n_dark elf_m_head_13","No","Yes","50","49","61","45","37","76","49","50","350","71","193","152"
"Gancolm","NPC","Gancolm","","10","Redguard","No","Healer","","0","Yes","No","","50","Default (Red)","b_n_redguard_m_hair_04","b_n_redguard_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gandela indoran","NPC","Gandela Indoran","mandasGuards","15","Dark Elf","Yes","Healer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_11","b_n_dark elf_f_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gandosa arobar","NPC","Gandosa Arobar","nolore","9","Dark Elf","Yes","Noble","Redoran","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_01","b_n_dark elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ganus lloryn","NPC","Ganus Lloryn","","6","Dark Elf","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_01","b_n_dark elf_m_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"garalo andalas","NPC","Garalo Andalas","Vampire_Quarra","5","Dark Elf","Yes","Acrobat","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_09","B_V_Dark Elf_F_Head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"garas seloth","NPC","Garas Seloth","","10","Dark Elf","Yes","Alchemist Service","Telvanni","2","No","No","","50","Default (Red)","b_n_dark elf_f_hair_22","b_n_dark elf_f_head_02","No","Yes","52","50","63","35","48","79","52","50","350","70","189","158"
"garding","NPC","Garding the Bold","gardingScript","19","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair03","b_n_nord_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"garer danoran","NPC","Garer Danoran","","12","Dark Elf","No","Agent","Hlaalu","2","No","No","","50","Default (Red)","b_n_dark elf_m_hair_18","b_n_dark elf_m_head_09","No","Yes","60","80","71","47","62","52","39","40","0","97","226","104"
"garila vedas","NPC","Garila Vedas","strongholdServices","13","Dark Elf","Yes","Scout","Redoran","3","No","No","","50","Default (Red)","b_n_dark elf_f_hair_24","b_n_dark elf_f_head_04","No","Yes","62","76","83","57","47","53","43","40","0","131","238","106"
"garisa llethri","NPC","Garisa Llethri","RedoranCouncilor","20","Dark Elf","No","Warrior","Redoran","8","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_15","b_n_dark elf_m_head_03","No","Yes","0","0","0","0","0","0","0","0","0","0","0","0"
"Garnas Uvalen","NPC","Garnas Uvalen","ColonyGarnas","30","Dark Elf","No","Commoner","East Empire Company","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_14","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Garnas Uvalen_guard","NPC","Garnas Uvalen","nolore","30","Dark Elf","No","Guard","East Empire Company","2","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_14","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"garothmuk gro-muzgub","NPC","Garothmuk gro-Muzgub","","13","Orc","No","Smith","","0","No","No","","50","Default (Red)","b_n_orc_m_hair_04","b_n_orc_m_head_01","No","No","93","58","59","74","37","40","60","40","900","155","285","80"
"garry","NPC","Garry","","7","Redguard","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_redguard_m_hair_04","b_n_redguard_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"garvs ramarys","NPC","Garvs Ramarys","","7","Dark Elf","No","Commoner","Redoran","1","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_18","b_n_dark elf_m_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"garyn girith","NPC","Garyn Girith","avSlavehunter","11","Dark Elf","No","Agent","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_10","No","Yes","58","77","69","46","60","51","38","40","0","92","219","102"
"garyne uvenim","NPC","Garyne Uvenim","","9","Dark Elf","Yes","Pilgrim","Temple","1","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_23","b_n_dark elf_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"garzonk gro-mulakh","NPC","Garzonk gro-Mulakh","","14","Orc","No","Healer","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_03","b_n_orc_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gashna gro-mogduk","NPC","Gashna gro-Mogduk","","3","Orc","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_04","B_N_Orc_M_Head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gashnakh gra-mughol","NPC","Gashnakh gra-Mughol","strong_foreman","7","Orc","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_orc_f_hair03","b_n_orc_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Gathal Llethri","NPC","Gathal Llethri","","24","Dark Elf","No","Knight","Hlaalu","7","Yes","No","","30","Default (Red)","b_n_dark elf_m_hair_18","b_n_dark elf_m_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gavas drin","NPC","Gavas Drin","","50","Dark Elf","No","Priest","Temple","9","No","No","","50","Default (Red)","b_n_dark elf_m_hair_22","B_N_Dark Elf_M_Head_17","No","No","100","94","100","69","84","100","100","40","0","431","363","200"
"gavesu arelas","NPC","Gavesu Arelas","","17","Dark Elf","No","Warrior","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_12","b_n_dark elf_m_head_11","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gavis velas","NPC","Gavis Velas","GavisScript","30","Dark Elf","No","Mage","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_02","B_N_Dark Elf_M_Head_17","No","No","69","63","91","57","71","100","100","40","0","150","289","198"
"gazaleam","NPC","Gazalem","","17","Wood Elf","No","Warrior","","0","Yes","No","","50","Default (Red)","b_n_wood elf_m_hair_01","b_n_wood elf_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Gee-Pop Varis","NPC","Gee-Pop Varis","","3","Dark Elf","No","Gardener","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_01","b_n_dark elf_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Geel_Lah","NPC","Geel-Lah","","9","Argonian","No","Monk","Twin Lamps","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair01","b_n_argonian_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"geilir the mumbling","NPC","Geilir the Mumbling","","30","Nord","No","Warlock","","0","No","No","","50","Default (Red)","b_n_nord_m_hair03","b_n_nord_m_head_04","Yes","No","30","85","95","67","79","53","100","50","0","164","340","106"
"gelduin","NPC","Gelduin","","9","Wood Elf","Yes","Hunter","Telvanni","0","Yes","No","","50","Default (Red)","b_n_wood elf_f_hair_01","b_n_wood elf_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"general darius","NPC","Darius","dariusScript","15","Imperial","No","Knight","Imperial Legion","7","Yes","No","","50","Default (Red)","B_N_Imperial_M_Hair_08","b_n_imperial_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Geon Auline","NPC","Geon Auline","DrothGeon","25","Breton","No","Noble","","0","Yes","No","","50","Default (Red)","b_n_breton_m_hair_02","B_N_Breton_M_Head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"geor matreinace","NPC","Geor Matreinace","","10","Breton","No","Bard","","0","Yes","No","","50","Default (Red)","b_n_breton_m_hair_03","b_n_breton_m_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gergio","NPC","Gergio","Vampire_Berne","14","Imperial","No","Monk","Clan Berne","3","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_02","b_v_imperial_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"germia","NPC","Germia","Vampire_Berne","16","Imperial","Yes","Agent","Clan Berne","4","No","No","","50","Default (Red)","b_n_imperial_f_hair_05","B_V_Imperial_F_Head_01","No","No","67","80","58","49","90","56","52","40","300","131","248","112"
"gerrilgor","NPC","Gerrilgor","Vampire_Berne","5","Wood Elf","No","Acrobat","","0","Yes","No","","50","Default (Red)","b_n_wood elf_m_hair_04","B_V_Wood Elf_M_Head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ghamborz gro-bagdub","NPC","Ghamborz gro-Bagdub","","14","Orc","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_05","b_n_orc_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ghamonk gro-agadbu","NPC","Ghamonk gro-Agadbu","","10","Orc","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_03","b_n_orc_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ghob gra-gholob","NPC","Ghob gra-Gholob","","16","Orc","Yes","Healer","","0","Yes","No","","50","Default (Red)","b_n_orc_f_hair01","b_n_orc_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ghoragdush gro-kashug","NPC","Ghoragdush gro-Kashug","","7","Orc","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_01","b_n_orc_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ghorlorz gro-moghakh","NPC","Ghorlorz gro-Moghakh","","18","Orc","No","Warrior","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_03","b_n_orc_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"ghost_npc_ane teria","NPC","Ane Teria","nolore","10","Dark Elf","Yes","Mage","","0","No","No","","80","Default (Red)","b_n_dark elf_f_hair_16","b_n_dark elf_f_head_01","No","No","70","54","82","58","72","100","100","40","0","-1","282","200"
"ghost_npc_conoon chodal","NPC","Conoon Chodala","nolore","10","Dark Elf","No","Mage","","0","No","No","","80","Default (Red)","b_n_dark elf_m_hair_19","B_N_Dark Elf_M_Head_17","No","No","70","54","82","58","72","100","100","40","0","-1","282","200"
"ghost_npc_erur-dan","NPC","Erur-Dan","nolore","10","Dark Elf","No","Mage","","0","No","No","","80","Default (Red)","b_n_dark elf_m_hair_04","b_n_dark elf_m_head_10","No","No","70","54","82","58","72","100","100","40","0","-1","282","200"
"ghost_npc_hort_ledd","NPC","Hort Ledd","nolore","10","Dark Elf","No","Mage","","0","No","No","","80","Default (Red)","b_n_dark elf_m_hair_21","b_n_dark elf_m_head_03","No","No","70","54","82","58","72","100","100","40","0","-1","282","200"
"ghost_npc_idrenie nerot","NPC","Idrenie Nerothan","nolore","10","Dark Elf","Yes","Mage","","0","No","No","","80","Default (Red)","b_n_dark elf_f_hair_12","b_n_dark elf_f_head_06","No","No","70","54","82","58","72","100","100","40","0","-1","282","200"
"ghost_npc_peakstar","NPC","Peakstar","nolore","10","Dark Elf","Yes","Mage","","0","No","No","","80","Default (Red)","b_n_dark elf_f_hair_07","b_n_dark elf_f_head_02","No","No","70","54","82","58","72","100","100","40","0","-1","282","200"
"Gidar Verothan","NPC","Gidar Verothan","GidarScript","20","Dark Elf","No","Commoner","East Empire Company","1","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_24","b_n_dark elf_m_head_11","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"giden nelvilo","NPC","Giden Nelvilo","","12","Dark Elf","No","Witchhunter","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_13","b_n_dark elf_m_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gih-ja","NPC","Gih-Ja","slaveScript","1","Argonian","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_f_hair04","b_n_argonian_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gilan daynes","NPC","Gilan Daynes","","9","Dark Elf","No","Smith","Camonna Tong","1","No","No","","50","Default (Red)","b_n_dark elf_m_hair_05","b_n_dark elf_m_head_01","No","Yes","76","55","69","60","35","46","36","40","600","116","227","92"
"gilas inlador","NPC","Gilas Inlador","","20","Dark Elf","No","Sorcerer","Mages Guild","3","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_19","b_n_dark elf_m_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gilas llervu","NPC","Gilas Llervu","","9","Dark Elf","No","Battlemage","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_13","b_n_dark elf_m_head_11","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gildan","NPC","Gildan","","13","Wood Elf","Yes","Nightblade Service","Blades","2","No","No","","50","Default (Red)","b_n_wood elf_f_hair_04","b_n_wood elf_f_head_02","No","Yes","42","76","83","37","57","53","72","40","0","83","227","106"
"gilm","NPC","Gilm","slaveScript","3","Argonian","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_f_hair03","b_n_argonian_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Gilmyn Andrilo","NPC","Gilmyn Andrilo","","9","Dark Elf","No","Mage","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_19","b_n_dark elf_m_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gils drelas","NPC","Gils Drelas","","15","Dark Elf","No","Alchemist Service","Telvanni","1","No","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_03","No","Yes","58","55","70","48","43","95","64","50","600","95","225","190"
"gils oril","NPC","Gils Oril","","14","Dark Elf","No","Battlemage","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_11","b_n_dark elf_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gilse darethi","NPC","Gilse Darethi","","11","Dark Elf","Yes","Sorcerer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_02","b_n_dark elf_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gilvas barelo","NPC","Gilvas Barelo","nolore","19","Dark Elf","No","Priest","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_04","b_n_dark elf_m_head_05","No","No","100","70","51","72","51","61","86","40","0","222","328","30"
"gilyan sedas","NPC","Gilyan Sedas","","12","Dark Elf","No","Assassin Service","Morag Tong","3","No","No","","50","Default (Red)","b_n_dark elf_m_hair_14","b_n_dark elf_m_head_03","No","Yes","63","78","81","47","37","65","39","40","350","99","227","130"
"Gilyn Drobar","NPC","Gilyn Drobar","","1","Dark Elf","No","Knight","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_15","b_n_dark elf_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gilyne omoren","NPC","Gilyne Omoren","strongholdServices","13","Dark Elf","No","Smith","Redoran","3","No","No","","50","Default (Red)","b_n_dark elf_m_hair_15","b_n_dark elf_m_head_01","No","Yes","88","63","79","64","37","50","40","40","950","148","255","100"
"ginadura andrethi","NPC","Ginadura Andrethi","","6","Dark Elf","Yes","Noble","Hlaalu","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gindas ildram","NPC","Gindas Ildram","","7","Dark Elf","No","Trader Service","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_23","b_n_dark elf_m_head_12","No","Yes","58","53","58","44","43","50","40","40","70","77","195","100"
"gindrala hleran","NPC","Gindrala Hleran","","5","Dark Elf","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_04","b_n_dark elf_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"giningil","NPC","Giningil","","9","Wood Elf","Yes","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_wood elf_f_hair_02","b_n_wood elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Ginur Marys","NPC","Ginur Marys","","2","Dark Elf","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_04","b_n_dark elf_m_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"girara teran","NPC","Girara Teran","","11","Dark Elf","Yes","Sorcerer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_17","b_n_dark elf_f_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"giras indaram","NPC","Giras Indaram","girasScript","12","Dark Elf","No","Buoyant Armiger","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_17","b_n_dark elf_m_head_15","No","Yes","54","88","71","47","40","49","61","40","0","175","250","98"
"Giren Avilo","NPC","Giren Avilo","","2","Dark Elf","No","Warrior","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"giron manas","NPC","Giron Manas","","12","Dark Elf","No","Acrobat","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_24","b_n_dark elf_m_head_09","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"girvani sedas","NPC","Girvani Sedas","","4","Dark Elf","Yes","Rogue","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_24","b_n_dark elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"giryn nirith","NPC","Giryn Nirith","","9","Dark Elf","No","Archer","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_11","b_n_dark elf_m_head_06","No","No","66","72","47","51","45","47","60","40","0","103","249","23"
"girynu gilnith","NPC","Girynu Gilnith","","8","Dark Elf","Yes","Thief","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_02","b_n_dark elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gish","NPC","Gish","slaveScript","1","Argonian","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_f_hair04","b_n_argonian_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gladroon","NPC","Gladroon","Vampire_Aundae","15","High Elf","No","Smith","Clan Aundae","4","No","No","","50","Default (Red)","b_n_high elf_m_hair_03","B_V_High Elf_M_Head_01","No","No","85","67","64","67","48","61","51","40","1100","169","270","122"
"Glallian Maraennius","NPC","Glallian Maraennius","","17","Imperial","No","Priest","Imperial Legion","6","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_05","b_n_imperial_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Glannison","NPC","Glannison","","10","Redguard","No","Healer","","0","Yes","No","","50","Default (Red)","b_n_redguard_m_hair_03","b_n_redguard_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"glasha gra-magar","NPC","Glasha gra-Magar","","18","Orc","Yes","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_orc_f_hair05","b_n_orc_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"glathel","NPC","Glathel","nolore","5","Wood Elf","Yes","Commoner","","0","Yes","No","","70","Default (Red)","b_n_wood elf_f_hair_01","b_n_wood elf_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"glenmoril_witch_altar","NPC","Ettiene of Glenmoril Wyrd","GlenmorilWitchAltar","30","Imperial","Yes","Witch","","0","Yes","No","","50","Default (Red)","B_N_Imperial_F_Hair_06","b_n_imperial_f_head_04","Yes","No","0","0","0","0","0","0","0","0","0","0","0","0"
"glenmoril_witch_altar_2","NPC","Ettiene of Glenmoril Wyrd","GlenmorilRitual","30","Imperial","Yes","Witch","","0","Yes","No","","50","Default (Red)","B_N_Imperial_F_Hair_06","b_n_imperial_f_head_04","Yes","No","0","0","0","0","0","0","0","0","0","0","0","0"
"glenmoril_witch_cave","NPC","Ettiene of Glenmoril Wyrd","GlenmorilWitchCave","30","Imperial","Yes","Witch","","0","Yes","No","","50","Default (Red)","B_N_Imperial_F_Hair_06","b_n_imperial_f_head_04","Yes","No","0","0","0","0","0","0","0","0","0","0","0","0"
"glenmoril_witch_cave_2","NPC","Fallaise of Glenmoril Wyrd","GloomyCaveScript","30","Imperial","Yes","Witch","","0","Yes","No","","50","Default (Red)","b_n_imperial_f_hair_04","b_n_imperial_f_head_03","Yes","No","0","0","0","0","0","0","0","0","0","0","0","0"
"glenmoril_witch_cave_3","NPC","Isobel of Glenmoril Wyrd","GloomyCaveScript","30","Imperial","Yes","Witch","","0","Yes","No","","50","Default (Red)","b_n_imperial_f_hair_01","b_n_imperial_f_head_03","Yes","No","0","0","0","0","0","0","0","0","0","0","0","0"
"glob gra-ghasharzol","NPC","Glob gra-Ghasharzol","","16","Orc","Yes","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_orc_f_hair04","b_n_orc_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Glonagoth","NPC","Glonagoth","","3","Wood Elf","No","Herder","","0","Yes","No","","50","Default (Red)","b_n_wood elf_m_hair_01","B_N_Wood Elf_M_Head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gluronk gra-shula","NPC","Gluronk gra-Shula","","9","Orc","Yes","Assassin","Morag Tong","2","Yes","No","","50","Default (Red)","b_n_orc_f_hair04","b_n_orc_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"glush gro-dul","NPC","Glush gro-Dul","","18","Orc","No","Agent","","0","No","No","","50","Default (Red)","b_n_orc_m_hair_05","b_n_orc_m_head_02","No","Yes","76","91","62","60","74","49","64","40","0","136","291","98"
"gnaw tooth","NPC","Gnaw Tooth","fightGnaw_Tooth","18","Orc","No","Warlock","","0","No","No","","50","Default (Red)","b_n_orc_m_hair_05","b_n_orc_m_head_01","No","No","67","67","62","60","59","44","100","50","0","114","294","88"
"godrod hairy-breeks","NPC","Godrod Hairy-Breeks","","12","Nord","No","Barbarian","","0","No","No","","30","Default (Red)","b_n_nord_m_hair03","b_n_nord_m_head_04","No","Yes","95","54","68","65","37","39","52","40","0","151","266","78"
"godros","NPC","Godros","","13","Wood Elf","No","Agent","Telvanni","3","No","No","","50","Default (Red)","b_n_wood elf_m_hair_02","b_n_wood elf_m_head_04","No","Yes","52","92","73","37","74","53","40","40","0","92","221","106"
"gogrek","NPC","Gogrek","","8","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair03","B_N_Nord_M_Head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"golana giralvel","NPC","Golana Giralvel","","10","Dark Elf","Yes","Archer","Redoran","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_21","b_n_dark elf_f_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"golar omoran","NPC","Golar Omoran","","19","Dark Elf","No","Knight","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_01","b_n_dark elf_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"goldyn belaram","NPC","Goldyn Belaram","","12","Dark Elf","No","Pawnbroker","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_18","b_n_dark elf_m_head_01","No","Yes","58","61","74","47","54","68","39","50","450","96","205","136"
"Golena Sadri","NPC","Golena Sadri","nolore","40","Dark Elf","Yes","Thief","","0","Yes","No","","30","Default (Red)","b_n_dark elf_f_hair_07","b_n_dark elf_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Golena Sadri_a","NPC","Golena Sadri","SadriFight","40","Dark Elf","Yes","Thief","","0","No","No","","30","Default (Red)","b_n_dark elf_f_hair_07","b_n_dark elf_f_head_04","No","No","100","100","100","100","100","100","100","100","0","300","450","200"
"goler andrethi","NPC","Goler Andrethi","","10","Dark Elf","No","Witchhunter","Telvanni","1","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_11","b_n_dark elf_m_head_09","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Golmerea Othravel","NPC","Golmerea Othravel","","11","Dark Elf","Yes","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_22","b_n_dark elf_f_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gols nilvon","NPC","Gols Nilvon","","2","Dark Elf","No","Pilgrim","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_11","b_n_dark elf_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"golven hleran","NPC","Golven Hleran","","10","Dark Elf","No","Witchhunter","Redoran","2","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_24","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"golveso senim","NPC","Golveso Senim","","7","Dark Elf","Yes","Monk Service","Telvanni","1","No","No","","50","Default (Red)","b_n_dark elf_f_hair_22","b_n_dark elf_f_head_06","No","Yes","53","65","69","34","44","45","47","40","0","67","199","90"
"golvyni faryon","NPC","Golvyni Faryon","","1","Dark Elf","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_03","b_n_dark elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gomeso sarano","NPC","Gomeso Sarano","","13","Dark Elf","Yes","Trader Service","","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_07","b_n_dark elf_f_head_09","No","Yes","66","66","67","37","66","59","49","40","75","95","218","118"
"gonk gra-gurub","NPC","Gonk gra-Gurub","","13","Orc","Yes","Warrior","Telvanni","3","Yes","No","","50","Default (Red)","b_n_orc_f_hair01","b_n_orc_f_head_01","No","Yes","0","0","0","0","0","0","0","0","0","0","0","0"
"goras andrelo","NPC","Goras Andrelo","","7","Dark Elf","No","Scout","Redoran","2","No","No","","50","Default (Red)","b_n_dark elf_m_hair_16","b_n_dark elf_m_head_08","No","Yes","51","58","71","58","34","47","37","40","0","90","204","94"
"gorchalas","NPC","Gorchalas","","13","Wood Elf","No","Sharpshooter","Telvanni","3","Yes","No","","50","Default (Red)","b_n_wood elf_m_hair_03","b_n_wood elf_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gordol","NPC","Gordol","","20","Dark Elf","No","Battlemage","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_04","b_n_dark elf_m_head_01","No","No","90","61","65","67","41","92","81","40","0","205","299","184"
"Goren Andarys","NPC","Goren Andarys","","19","Dark Elf","No","Monk Service","Morag Tong","7","No","No","","50","Default (Red)","b_n_dark elf_m_hair_25","b_n_dark elf_m_head_15","No","Yes","78","95","100","51","41","54","60","40","0","136","284","108"
"gorenea andrano","NPC","Gorenea Andrano","","16","Dark Elf","Yes","Sorcerer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_12","b_n_dark elf_f_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Goris the Maggot King","NPC","Goris the Maggot King","","15","Dark Elf","No","Necromancer","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_15","Yes","Yes","62","55","65","48","50","84","78","40","0","190","255","180"
"goron lleran","NPC","Goron Lleran","","9","Dark Elf","No","Pilgrim","Temple","1","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_01","b_n_dark elf_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
