"ID","ItemType","Name","Model","Inventory","Script"
"Ex_colony_const_stud01_2","Activator","","x\Ex_colony_const_stud01.NIF","","Colony_E_2_M"
"Ex_colony_const_stud01_4","Activator","","x\Ex_colony_const_stud01.NIF","","Colony_E_4_M"
"Ex_colony_const_stud01_4 F1","Activator","","x\Ex_colony_const_stud01.NIF","","ColonyFactor1_Mid"
"Ex_colony_const_stud01_4 F2","Activator","","x\Ex_colony_const_stud01.NIF","","ColonyFactor2_Mid"
"Ex_colony_const_stud01_4 F3","Activator","","x\Ex_colony_const_stud01.NIF","","ColonyFactor3_Mid"
"Ex_colony_const_wood01","Activator","","x\Ex_colony_const_wood01.NIF","",""
"Ex_colony_const_wood01_2","Activator","","x\Ex_colony_const_wood01.NIF","","Colony_E_2_M"
"Ex_colony_const_wood01_4","Activator","","x\Ex_colony_const_wood01.NIF","","Colony_E_4_M"
"Ex_colony_const_wood01_4 F2","Activator","","x\Ex_colony_const_wood01.NIF","","ColonyFactor2_Mid"
"Ex_colony_house01","Activator","","x\Ex_colony_house01.NIF","",""
"Ex_colony_house01_1","Activator","","x\Ex_colony_house01.NIF","","Colony_E_1_F"
"Ex_colony_house01_2","Activator","","x\Ex_colony_house01.NIF","","Colony_E_2_F"
"Ex_colony_house01_3","Activator","","x\Ex_colony_house01.NIF","","Colony_E_3_F"
"Ex_colony_house02","Activator","","x\Ex_colony_house02.NIF","",""
"Ex_colony_house02_1","Activator","","x\Ex_colony_house02.NIF","","Colony_E_1_F"
"Ex_colony_house02_2","Activator","","x\Ex_colony_house02.NIF","","Colony_E_2_F"
"Ex_colony_house02_3","Activator","","x\Ex_colony_house02.NIF","","Colony_E_3_F"
"Ex_colony_house02b_2","Activator","","x\Ex_colony_house02.NIF","","Colony_E_2_F"
"Ex_colony_house03","Activator","","x\Ex_colony_house03.NIF","",""
"Ex_colony_house03_3","Activator","","x\Ex_colony_house03.NIF","","Colony_E_3_F"
"Ex_colony_house03b_3","Activator","","x\Ex_colony_house03.NIF","","Colony_E_3_F"
"Ex_colony_mine_entrance01","Activator","","x\Ex_colony_mine_entrance01.NIF","","Colony_E_1_Mine"
"Ex_colony_mine_entrance01_1","Activator","","x\Ex_colony_mine_entrance01.NIF","","Colony_E_1_Mine"
"Ex_colony_miners_office01","Activator","","x\Ex_colony_miners_office01.NIF","",""
"Ex_colony_miners_office01_1","Activator","","x\Ex_colony_miners_office01.NIF","","Colony_E_1_F"
"Ex_colony_ouside_tend01","Activator","","x\Ex_colony_ouside_tend01.NIF","",""
"Ex_colony_p_residence01","Activator","","x\Ex_colony_p_residence01.NIF","",""
"Ex_colony_p_residence01a_4","Activator","","x\Ex_colony_p_residence01.NIF","","ColonyFactor1_Final"
"Ex_colony_p_residence01b_4","Activator","","x\Ex_colony_p_residence01.NIF","","ColonyFactor2_Final"
"Ex_colony_p_residence01c_4","Activator","","x\Ex_colony_p_residence01.NIF","","ColonyFactor3_Final"
"Ex_colony_pier01","Activator","","x\Ex_colony_pier01.NIF","","ColonyDock"
"Ex_colony_SOP01","Activator","","x\Ex_colony_SOP01.NIF","","ColonyServSmith"
"Ex_colony_SOP01_2","Activator","","x\Ex_colony_SOP01.NIF","","ColonyServTrader"
"Ex_colony_SOP02","Activator","","x\Ex_colony_SOP01.NIF","","ColonyServTrader"
"Ex_colony_SOP02_2","Activator","","x\Ex_colony_SOP02_2.NIF","","Colony_E_2_F"
"Ex_colony_SOP02b_2","Activator","","x\Ex_colony_SOP02_2.NIF","","ColonyServSmith"
"Ex_colony_step01_4","Activator","","x\Ex_colony_step01.NIF","",""
"Ex_colony_tower01","Activator","","x\Ex_colony_tower01.NIF","",""
"Ex_colony_tower01_4","Activator","","x\Ex_colony_tower01.NIF","","Colony_E_4_F"
"Ex_colony_wall_01","Activator","","x\Ex_colony_wall_01.NIF","",""
"Ex_colony_wall_01_3","Activator","","x\Ex_colony_wall_01.NIF","","Colony_E_3_F"
"Ex_colony_wall_01_4","Activator","","x\Ex_colony_wall_01.NIF","","Colony_E_4_F"
"Ex_colony_wall_01M_3","Activator","","x\Ex_colony_wall_01M.NIF","","Colony_E_3_M"
"Ex_colony_wall_01M_4","Activator","","x\Ex_colony_wall_01M.NIF","","Colony_E_4_M"
"Ex_colony_wall_02","Activator","","x\Ex_colony_wall_02.NIF","",""
"Ex_colony_wall_02_3","Activator","","x\Ex_colony_wall_02.NIF","","Colony_E_4_F"
"Ex_colony_wall_02_4","Activator","","x\Ex_colony_wall_02.NIF","","Colony_E_4_F"
"Ex_colony_wall_02M","Activator","","x\Ex_colony_wall_02M.NIF","","Colony_E_4_M"
"Ex_colony_wall_02M_3","Activator","","x\Ex_colony_wall_02M.NIF","","Colony_E_3_M"
"Ex_colony_wall_03","Activator","","x\Ex_colony_wall_03.NIF","",""
"Ex_colony_wall_03_3","Activator","","x\Ex_colony_wall_03.NIF","","Colony_E_3_F"
"Ex_colony_wall_03_4","Activator","","x\Ex_colony_wall_03.NIF","","Colony_E_4_F"
"Ex_colony_wall_03M_3","Activator","","x\Ex_colony_wall_03M.NIF","","Colony_E_3_M"
"Ex_colony_wall_03M_4","Activator","","x\Ex_colony_wall_03M.NIF","","Colony_E_4_M"
"Ex_Com_Bottle_11_float","Activator","","m\Misc_Com_Bottle_11.NIF","","Float"
"Ex_DAE_Boethiah_fixed","Activator","Shrine to Boethiah","x\Ex_DAE_Boethiah.NIF","","DaedraBoethiah2"
"Ex_DAE_r_platform_01","Activator","","x\Ex_DAE_ruin_platform_01.NIF","",""
"Ex_DAE_r_platform_01_boe","Activator","","x\Ex_DAE_ruin_platform_01.NIF","",""
"ex_de_constr_01","Activator","","x\Ex_de_constr_01.NIF","","Strong1_Construct"
"ex_de_constr_01-2","Activator","","x\Ex_de_constr_01.NIF","","Strong2_Construct"
"ex_de_constr_01-3","Activator","","x\Ex_de_constr_01.NIF","","Strong3_Construct"
"ex_de_constr_02","Activator","","x\Ex_de_constr_02.NIF","","Strong1_Construct"
"ex_de_constr_02-3","Activator","","x\Ex_de_constr_02.NIF","","Strong3_Construct"
"ex_de_constr_03","Activator","","x\Ex_de_constr_03.NIF","","Strong1_Construct"
"ex_de_constr_03-2","Activator","","x\Ex_de_constr_03.NIF","","Strong2_Construct"
"ex_de_constr_03-3","Activator","","x\Ex_de_constr_03.NIF","","Strong3_Construct"
"ex_de_constr_04","Activator","","x\Ex_de_constr_04.NIF","","Strong1_Construct"
"ex_de_constr_04-2","Activator","","x\Ex_de_constr_04.NIF","","Strong2_Construct"
"ex_de_constr_05","Activator","","x\Ex_de_constr_05.NIF","","Strong1_Construct"
"ex_de_constr_05-2","Activator","","x\Ex_de_constr_05.NIF","","Strong2_Construct"
"ex_de_constr_05-3","Activator","","x\Ex_de_constr_05.NIF","","Strong3_Construct"
"ex_de_constr_06","Activator","","x\Ex_de_constr_06.NIF","","Strong1_Construct"
"ex_de_constr_06-2","Activator","","x\Ex_de_constr_06.NIF","","Strong2_Construct"
"ex_de_constr_06-3","Activator","","x\Ex_de_constr_06.NIF","","Strong3_Construct"
"ex_de_scaffold_01","Activator","","x\Ex_de_scaffold_01.NIF","","Strong1_Construct"
"ex_de_scaffold_01-2","Activator","","x\Ex_de_scaffold_01.NIF","","Strong2_Construct"
"ex_de_scaffold_01-3","Activator","","x\Ex_de_scaffold_01.NIF","","Strong3_Construct"
"ex_de_scaffold_01_Boe","Activator","","x\Ex_de_scaffold_01.NIF","",""
"ex_de_scaffold_01a_Boe","Activator","","x\Ex_de_scaffold_01.NIF","",""
"ex_de_scaffold_02","Activator","","x\Ex_de_scaffold_02.NIF","",""
"ex_de_scaffold_02-2","Activator","","x\Ex_de_scaffold_02.NIF","","Strong2_Construct"
"ex_de_scaffold_02_boe","Activator","","x\Ex_de_scaffold_02.NIF","",""
"ex_de_scaffold_02a_boe","Activator","","x\Ex_de_scaffold_02.NIF","",""
"ex_de_scaffold_02b_boe","Activator","","x\Ex_de_scaffold_02.NIF","",""
"ex_de_scaffold_02c_boe","Activator","","x\Ex_de_scaffold_02.NIF","",""
"ex_de_scaffold_03","Activator","","x\Ex_de_scaffold_03.NIF","","Strong1_Construct"
"ex_de_scaffold_03-2","Activator","","x\Ex_de_scaffold_03.NIF","","Strong2_Construct"
"ex_de_scaffold_03-3","Activator","","x\Ex_de_scaffold_03.NIF","","Strong3_Construct"
"ex_de_scaffold_03_boe","Activator","","x\Ex_de_scaffold_03.NIF","",""
"ex_de_scaffold_03a_boe","Activator","","x\Ex_de_scaffold_03.NIF","",""
"ex_de_shack_plank_03_a","Activator","Floating Dock Plank","x\Ex_De_Shack_Plank_03.NIF","","SignRotate"
"ex_dwrv_crank_dagoth","Activator","Dwarven Crank","i\in_dwrv_crank00.nif","","Dagoth_doors"
"ex_gg_fence_s_01","Activator","","x\Ex_GG_fence_s_01.NIF","","GhostfenceScript"
"ex_gg_fence_s_02","Activator","","x\Ex_GG_fence_s_02.NIF","","GhostfenceScript"
"ex_gg_fence_s_03","Activator","","x\Ex_GG_fence_s_03.NIF","","GhostfenceScript"
"ex_gg_fence_s_04","Activator","","x\Ex_GG_fence_s_04.NIF","","GhostfenceScript"
"ex_gg_fence_s_h_01","Activator","","x\ex_gg_fence_s_h_01.nif","","GhostfenceScript"
"ex_gg_gateswitch_01","Activator","Switch","x\ex_gg_gateswitch_01.nif","","GG_OpenGate1"
"ex_gg_gateswitch_02","Activator","Switch","x\ex_gg_gateswitch_01.nif","","GG_OpenGate2"
"Ex_gg_particles_01","Activator","","x\Ex_gg_particles_01.NIF","","GhostfenceScript"
"Ex_gg_particles_01_bbot1","Activator","","x\Ex_gg_particles_01.NIF","",""
"Ex_gg_particles_01_bbot2","Activator","","x\Ex_gg_particles_01.NIF","","gateSound"
"ex_gg_portcullis_01","Activator","","x\Ex_GG_portcullis_01.NIF","","LocalState"
"ex_gg_portcullis_02","Activator","","x\Ex_GG_portcullis_01.NIF","","LocalState"
"Ex_Gnisis_roadmarkern_01","Activator","Gnisis","x\Ex_Gnisis_roadmarker_01.nif","",""
"ex_gondola_01","Activator","","x\Ex_Gondola_01.NIF","","Float"
"ex_h_pcfort_01","Activator","","x\Ex_hlaalu_b_12.nif","","Strong1"
"ex_h_pcfort_02","Activator","","x\Ex_hlaalu_b_13.nif","","Strong2"
"ex_h_pcfort_03","Activator","","x\Ex_hlaalu_b_04.nif","","Strong3"
"ex_h_pcfort_04","Activator","","x\Ex_hlaalu_b_16.nif","","Strong3"
"ex_h_pcfort_05","Activator","","x\Ex_hlaalu_b_04.nif","",""
"ex_h_pcfort_bal_01","Activator","","x\Ex_hlaalu_bal_02.nif","","Strong3"
"ex_h_pcfort_bench_01","Activator","","f\Furn_De_Ex_Bench_01.nif","","Strong3_Complete"
"ex_h_pcfort_bt_01","Activator","","x\Ex_hlaalu_buttress_04.nif","","Strong2"
"ex_h_pcfort_bucket_01","Activator","","m\Misc_Com_Bucket_01.nif","","Strong1_Construct"
"ex_h_pcfort_bucket_01-2","Activator","","m\Misc_Com_Bucket_01.nif","","Strong2_Construct"
"ex_h_pcfort_bucket_01-3","Activator","","m\Misc_Com_Bucket_01.nif","","Strong3_Construct"
"ex_h_pcfort_ds_01","Activator","","x\Ex_hlaalu_dsteps_03.nif","","Strong1"
"ex_h_pcfort_ds_01-3","Activator","","x\Ex_hlaalu_dsteps_03.nif","","Strong3"
"ex_h_pcfort_lockedd_01","Activator","","d\Hlaalu_loaddoor_ 01.nif","","Strong1_Construct"
"ex_h_pcfort_lockedd_02","Activator","","d\Hlaalu_loaddoor_ 01.nif","","Strong2_Construct"
"ex_h_pcfort_lockedd_03","Activator","","d\Hlaalu_loaddoor_ 01.nif","","Strong3_Construct"
"ex_h_pcfort_lp_01","Activator","","x\Furn_DE_lightpost_01.nif","","Strong1"
"ex_h_pcfort_lp_01-2","Activator","","x\Furn_DE_lightpost_01.nif","","Strong2"
"ex_h_pcfort_lp_01-3","Activator","","x\Furn_DE_lightpost_01.nif","","Strong3"
"ex_h_pcfort_table_01","Activator","","f\Furn_De_Ex_Table_03.nif","","Strong3_Complete"
"ex_h_pcfort_w_01","Activator","","x\Ex_hlaalu_wall_01.nif","","Strong2"
"ex_h_pcfort_w_02","Activator","","x\Ex_hlaalu_wall_02.NIF","","Strong2"
"ex_h_pcfort_wc_01","Activator","","x\Ex_hlaalu_wall_curve_01.nif","","Strong2"
"ex_h_pcfort_we_01","Activator","","x\Ex_hlaalu_wall_end_01.nif","",""
"ex_h_pcfort_wg_01","Activator","","x\Ex_hlaalu_wall_gate_03.nif","","Strong2"
"ex_h_pcfort_wg_02","Activator","","x\Ex_hlaalu_wall_gate_01.nif","",""
"ex_h_pcfort_win_01","Activator","","x\Ex_hlaalu_win_01.nif","","Strong1"
"ex_h_pcfort_win_01-3","Activator","","x\Ex_hlaalu_win_01.nif","","Strong3"
"ex_h_pcfort_wu_01","Activator","","x\Ex_hlaalu_wall_up_01.nif","",""
"ex_h_pcfort_wu_02","Activator","","x\Ex_hlaalu_wall_up_02.nif","","Strong2"
"ex_holamayan_cover_01","Activator","","x\Ex_Holamayan_cover_01.NIF","","HolamayanCover"
"ex_lavacave_spout00","Activator","","x\ex_lavacave_spout10.NIF","",""
"Ex_maargan_roadmarker_01","Activator","Maar Gan","x\Ex_Gnisis_roadmarker_01.nif","",""
"Ex_MH_Almalexia_Statue","Activator","Almalexia and Mehrunes Dagon","x\Ex_MH_Almalexia_Whole.NIF","","fab_attack_disable"
"Ex_MH_city_gate","Activator","Mournhold Gates","x\Ex_MH_Palace_gate.NIF","","MHCityGates"
"Ex_MH_Pav_BStatue_01","Activator","","x\Ex_MH_Pav_BStatue_01.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_02","Activator","","x\Ex_MH_Pav_BStatue_02.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_03","Activator","","x\Ex_MH_Pav_BStatue_03.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_04","Activator","","x\Ex_MH_Pav_BStatue_04.NIF","",""
"Ex_MH_Pav_BStatue_05","Activator","","x\Ex_MH_Pav_BStatue_05.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_06","Activator","","x\Ex_MH_Pav_BStatue_06.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_07","Activator","","x\Ex_MH_Pav_BStatue_07.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_08","Activator","","x\Ex_MH_Pav_BStatue_08.NIF","",""
"Ex_MH_Pav_BStatue_09","Activator","","x\Ex_MH_Pav_BStatue_09.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_10","Activator","","x\Ex_MH_Pav_BStatue_10.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_11","Activator","","x\Ex_MH_Pav_BStatue_11.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_12","Activator","","x\Ex_MH_Pav_BStatue_12.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_13","Activator","","x\Ex_MH_Pav_BStatue_13.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_14","Activator","","x\Ex_MH_Pav_BStatue_14.NIF","","fab_attack_enable"
"Ex_MH_Pav_BStatue_15","Activator","","x\Ex_MH_Pav_BStatue_15.NIF","","fab_attack_enable"
"Ex_MH_Pav_Crack","Activator","","x\Ex_MH_Pav_Crack.NIF","","fab_attack_enable"
"Ex_MH_Pav_Rubble_01","Activator","","x\Ex_MH_Pav_Rubble_01.NIF","","fab_attack_enable"
"Ex_MH_Pav_Top","Activator","","x\Ex_MH_Pav_Top.NIF","","fab_attack_disable"
"Ex_MH_Pav_Water_Spray","Activator","","x\Ex_MH_Pav_Water_Spray.NIF","","fab_attack_disable"
"Ex_molagmar_roadmarker_01","Activator","Molag Mar","x\Ex_Gnisis_roadmarker_01.nif","",""
"ex_r_pcfort_01","Activator","","x\Ex_redoran_building_02.nif","","Strong1"
"ex_r_pcfort_02","Activator","","x\Ex_redoran_hut_01.nif","","Strong3"
"ex_r_pcfort_03","Activator","","x\Ex_Redoran_tower_01.nif","","Strong2"
"ex_r_pcfort_lockedd_01","Activator","","d\Ex_redoran_hut_01_a.nif","","Strong1_Construct"
"ex_r_pcfort_lockedd_02","Activator","","d\Ex_redoran_hut_01_a.nif","","Strong2_Construct"
"ex_r_pcfort_lockedd_03","Activator","","d\Ex_redoran_hut_01_a.nif","","Strong3_Construct"
"ex_r_pcfort_wa_01","Activator","","x\Ex_redwall_arch_01.nif","","Strong2"
"ex_r_pcfort_wc_01","Activator","","x\Ex_redwall_corner_01.nif","","Strong2"
"ex_r_pcfort_ws_01","Activator","","x\Ex_redwall_straight_01.nif","","Strong2"
"ex_r_pcfort_wu_01","Activator","","x\Ex_redwall_up_01.nif","","Strong2"
"ex_scrapwood01","Activator","","x\ex_scrapwood01.NIF","","Float"
"ex_scrapwood02","Activator","","x\ex_scrapwood02.NIF","","Float"
"ex_scrapwood03","Activator","","x\ex_scrapwood03.NIF","","Float"
"ex_scrapwood04","Activator","","x\ex_scrapwood04.NIF","","Float"
"ex_scrapwood05","Activator","","x\ex_scrapwood05.NIF","","Float"
"Ex_suran_roadmarker_01","Activator","Suran","x\Ex_Gnisis_roadmarker_01.nif","",""
"ex_t_menhir_crystal","Activator","","x\Ex_T_menhir_crystal.NIF","","menhirTelNaga"
"ex_t_menhir_crystal_teluvrith","Activator","","x\Ex_T_menhir_crystal.NIF","",""
"ex_t_pc_hold_bigroot_02","Activator","","x\Ex_T_bigroot_02.nif","",""
"ex_t_pc_hold_bridge_lcurved","Activator","","x\Ex_T_bridge_Lcurved.nif","","Strong2_Complete"
"ex_t_pc_hold_dock_01","Activator","","x\Ex_T_dock_01.nif","",""
"ex_t_pc_hold_dock_01_a","Activator","","x\Ex_T_dock_01.nif","","Strong2_Construct"
"ex_t_pc_hold_doorway_01","Activator","","x\Ex_T_doorway_01.nif","","Strong2_Complete"
"ex_t_pc_hold_doorway_01a","Activator","","x\Ex_T_doorway_01.nif","","Strong3_Complete"
"ex_t_pc_hold_doorway_02","Activator","","x\Ex_T_doorway_02.nif","",""
"ex_t_pc_hold_doorway_02a","Activator","","x\Ex_T_doorway_02.nif","","Strong2_Complete"
"ex_t_pc_hold_doorway_02b","Activator","","x\Ex_T_doorway_02.nif","","Strong3"
"ex_t_pc_hold_gateway_great","Activator","","x\Ex_T_gateway_great.nif","",""
"ex_t_pc_hold_gateway_great_a","Activator","","x\Ex_T_gateway_great.nif","","Strong3_Complete"
"ex_t_pc_hold_housepod_01","Activator","","x\Ex_T_housepod_01.nif","","Strong2"
"ex_t_pc_hold_housepod_02","Activator","","x\Ex_T_housepod_02.nif","","Strong2_Complete"
"ex_t_pc_hold_housepod_02a","Activator","","x\Ex_T_housepod_02.nif","","Strong2_Construct"
"ex_t_pc_hold_housepod_02b","Activator","","x\Ex_T_housepod_02.nif","","Strong2_Only"
"ex_t_pc_hold_housepod_02c","Activator","","x\Ex_T_housepod_02.nif","","Strong3"
"ex_t_pc_hold_housepod_03","Activator","","x\Ex_T_housepod_03.nif","","Strong2_Only"
"ex_t_pc_hold_housepod_03a","Activator","","x\Ex_T_housepod_03.nif","","Strong3"
"ex_t_pc_hold_housestem_01","Activator","","x\Ex_T_housestem_01.nif","","Strong2_Complete"
"ex_t_pc_hold_housestem_02","Activator","","x\Ex_T_housestem_02.nif","",""
"ex_t_pc_hold_housestem_02a","Activator","","x\Ex_T_housestem_02.nif","","Strong2_Complete"
"ex_t_pc_hold_housestem_02b","Activator","","x\Ex_T_housestem_02.nif","","Strong2_Complete"
"ex_t_pc_hold_housestem_03","Activator","","x\Ex_T_housestem_03.nif","",""
"ex_t_pc_hold_menhir_01","Activator","","x\Ex_T_menhir_01.nif","",""
"ex_t_pc_hold_menhir_01_a","Activator","","x\Ex_T_menhir_01.nif","","Strong2_Complete"
"ex_t_pc_hold_menhir_l_01","Activator","","x\Ex_T_menhir_L_01.nif","",""
"ex_t_pc_hold_menhir_l_01_a","Activator","","x\Ex_T_menhir_L_01.nif","","Strong3_Complete"
"ex_t_pc_hold_root_03","Activator","","x\Ex_T_root_03.nif","",""
"ex_t_pc_hold_root_03_a","Activator","","x\Ex_T_root_03.nif","","Strong2_Complete"
"ex_t_pc_hold_root_03_p1_comp","Activator","","x\Ex_T_root_03.nif","","Strong1_Only"
"ex_t_pc_hold_root_03_p1comp","Activator","","x\Ex_T_root_03.nif","","Strong1_Only"
"ex_t_pc_hold_root_03_p2_a","Activator","","x\Ex_T_root_03.nif","","Strong2_Construct"
"ex_t_pc_hold_root_03_p2_b","Activator","","x\Ex_T_root_03.nif","","Strong2_Construct"
"ex_t_pc_hold_root_04","Activator","","x\Ex_T_root_04.nif","",""
"ex_t_pc_hold_root_04_p1_comp","Activator","","x\Ex_T_root_04.nif","","Strong1_Only"
"ex_t_pc_hold_root_05","Activator","","x\Ex_T_root_05.nif","",""
"ex_t_pc_hold_root_06","Activator","","x\Ex_T_root_06.nif","",""
"ex_t_pc_hold_root_hook","Activator","","x\Ex_T_root_hook.nif","",""
"ex_t_pc_hold_root_hook_a","Activator","","x\Ex_T_root_hook.nif","","Strong2_Complete"
"ex_t_pc_hold_root_hook_b","Activator","","x\Ex_T_root_hook.nif","","Strong3_Complete"
"ex_t_pc_hold_root_spikes_01","Activator","","x\Ex_T_root_spikes_01.nif","",""
"ex_t_pc_hold_root_spikes_01_a","Activator","","x\Ex_T_root_spikes_01.nif","","Strong3_Complete"
"ex_t_pc_hold_root_stem","Activator","","x\Ex_T_root_stem.NIF","","Strong2"
"ex_t_pc_hold_root_stem_p1_comp","Activator","","x\Ex_T_root_stem.NIF","","Strong1_Only"
"ex_t_pc_hold_root_stem_p2","Activator","","x\Ex_T_root_stem.NIF","","Strong2"
"ex_t_pc_hold_root_xl_01","Activator","","x\Ex_T_root_XL_01.NIF","",""
"ex_t_pc_hold_root_xl_02","Activator","","x\Ex_T_root_XL_02.NIF","","Strong2"
"ex_t_pc_hold_root_xl_02a","Activator","","x\Ex_T_root_XL_02.NIF","","Strong2_Construct"
"ex_t_pc_hold_root_xl_02aa","Activator","","x\Ex_T_root_XL_02.NIF","","Strong2_Only"
"ex_t_pc_hold_root_xl_02b","Activator","","x\Ex_T_root_XL_02.NIF","","Strong2_Construct"
"ex_t_pc_hold_root_xl_02bb","Activator","","x\Ex_T_root_XL_02.NIF","","Strong3"
"ex_t_pc_hold_root_xl_02c","Activator","","x\Ex_T_root_XL_02.NIF","","Strong2_Construct"
"ex_t_pc_hold_root_xl_02cc","Activator","","x\Ex_T_root_XL_02.NIF","","Strong2_Only"
"ex_t_pc_hold_root_xl_02d","Activator","","x\Ex_T_root_XL_02.NIF","","Strong3"
"ex_t_pc_hold_root_xl_02e","Activator","","x\Ex_T_root_XL_02.NIF","","Strong3"
"ex_t_pc_hold_root_xl_02f","Activator","","x\Ex_T_root_XL_02.NIF","","Strong3"
"ex_t_pc_hold_root_xl_03","Activator","","x\Ex_T_root_XL_03.NIF","","Strong2"
"ex_t_pc_hold_slavemarket","Activator","","x\Ex_T_slavemarket.NIF","","Strong2_Construct"
"ex_t_pc_hold_slavemarket_a","Activator","","x\Ex_T_slavemarket.NIF","","Strong2_Complete"
"ex_t_pc_hold_spiralramp","Activator","","x\Ex_T_spiralramp.NIF","",""
"ex_t_pc_hold_stair_01","Activator","","x\Ex_T_stair_01.nif","",""
"ex_t_pc_hold_stair_90_l_short","Activator","","x\Ex_T_stair_90_L_short.nif","",""
"ex_t_pc_hold_stair_90_r_short","Activator","","x\Ex_T_stair_90_R_short.nif","",""
"ex_t_pc_hold_stair_spiral","Activator","","x\Ex_T_stair_spiral.nif","",""
"ex_t_pc_hold_stair_spiral_a","Activator","","x\Ex_T_stair_spiral.nif","","Strong3"
"ex_t_pc_hold_stair_spiral_b","Activator","","x\Ex_T_stair_spiral.nif","","Strong2_Complete"
"ex_t_pc_hold_tower_seedling","Activator","","x\Ex_T_tower_seedling.NIF","","Strong3"
"ex_t_pc_hold_tower_seedling_lrg","Activator","","x\Ex_T_tower_seedling.NIF","","Strong2_Only"
"ex_t_pc_hold_tower_seedling_sml","Activator","","x\Ex_T_tower_seedling.NIF","","Strong2_Construct"
"ex_t_pc_hold_tower_strght_lrg","Activator","","x\Ex_T_tower_strght_lrg.nif","","Strong3"
"ex_t_pc_hold_tunnel","Activator","","x\Ex_T_tunnel.nif","",""
"ex_t_pc_hold_turret_01","Activator","","x\Ex_T_turret_01.nif","","Strong3_Complete"
"ex_t_pc_hold_turret_02","Activator","","x\Ex_T_turret_02.nif","",""
"ex_t_pc_hold_turret_03","Activator","","x\Ex_T_turret_03.nif","","Strong3_Complete"
"ex_t_playertower_sprout","Activator","","x\Ex_T_playertower_sprout.NIF","","Strong1_Construct"
"ex_t_playertower_sprout_p1_con","Activator","","x\Ex_T_playertower_sprout.NIF","","Strong1_Construct"
"ex_t_playertower_sprout_p1comp","Activator","","x\Ex_T_playertower_sprout.NIF","","Strong1_Only"
"Ex_V_ban_arena_01","Activator","","x\Ex_V_ban_arena_01.NIF","",""
"Ex_V_ban_avs_01","Activator","","x\Ex_V_ban_avs_01.NIF","",""
"Ex_V_ban_child_01","Activator","","x\Ex_V_ban_child_01.NIF","",""
"Ex_V_ban_comfort_01","Activator","","x\Ex_V_ban_comfort_01.NIF","",""
"Ex_V_ban_count_01","Activator","","x\Ex_V_ban_count_01.NIF","",""
"Ex_V_ban_faith_01","Activator","","x\Ex_V_ban_faith_01.NIF","",""
"Ex_V_ban_hlaalu_01","Activator","","x\Ex_V_ban_hlaalu_01.NIF","",""
"Ex_V_ban_imp_01","Activator","","x\Ex_V_ban_imp_01.NIF","",""
"Ex_V_ban_redoran_01","Activator","","x\Ex_V_ban_redoran_01.NIF","",""
"Ex_V_ban_serving_01","Activator","","x\Ex_V_ban_serving_01.NIF","",""
"Ex_V_ban_speak_01","Activator","","x\Ex_V_ban_speak_01.NIF","",""
"Ex_V_ban_stdeyln_01","Activator","","x\Ex_V_ban_stdeyln_01.NIF","",""
"Ex_V_ban_stolms_01","Activator","","x\Ex_V_ban_stolms_01.NIF","",""
"Ex_V_ban_telvanni_01","Activator","","x\Ex_V_ban_telvanni_01.NIF","",""
"Ex_V_ban_tribunal_01","Activator","","x\Ex_V_ban_tribunal_01.NIF","",""
"Ex_V_ban_vivec_01","Activator","","x\Ex_V_ban_vivec_01.NIF","",""
"Ex_V_ban_vivec_02","Activator","","x\Ex_V_ban_vivec_02.NIF","",""
"Ex_V_ban_walk_01","Activator","","x\Ex_V_ban_walk_01.NIF","",""
"ex_v_banner_01","Activator","","x\Ex_V_banner_01.NIF","",""
"ex_v_banner_02","Activator","","x\Ex_V_banner_02.NIF","",""
"ex_v_banner_03","Activator","","x\Ex_V_banner_03.NIF","",""
"Ex_V_sign_arena_01","Activator","Arena Canton","x\Ex_V_sign_arena_01.NIF","",""
"Ex_V_sign_fq_01","Activator","Foreign Quarter","x\Ex_V_sign_fq_01.NIF","",""
"Ex_V_sign_hallj_01","Activator","Hall of Justice","x\Ex_V_sign_hallj_01.NIF","",""
"Ex_V_sign_hallw_01","Activator","Hall of Wisdom","x\Ex_V_sign_hallw_01.NIF","",""
"Ex_V_sign_hlaalu_01","Activator","Hlaalu Canton","x\Ex_V_sign_hlaalu_01.NIF","",""
"Ex_V_sign_redoran_01","Activator","Redoran Canton","x\Ex_V_sign_redoran_01.NIF","",""
"Ex_V_sign_stdeyln_01","Activator","Saint Deyln Canton","x\Ex_V_sign_stdeyln_01.NIF","",""
"Ex_V_sign_stolms_01","Activator","Saint Olms Canton","x\Ex_V_sign_stolms_01.NIF","",""
"Ex_V_sign_telvanni_01","Activator","Telvanni Canton","x\Ex_V_sign_telvanni_01.NIF","",""
