"ID","ItemType","Name","Weight","Model","Inventory","Script","Organic","Respawn"
"T_CyrCom_Var_Cr5Ing","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5IngGC","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Ivory","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Jewel","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Kitchen","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Meat","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Miner","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Moonsug","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5MscGC","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Newtsc","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Nor","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5OreGold","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5OreIron","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5OreSilv","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Pearls","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Pelt","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Potion","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Repair","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Rga","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Rice","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Sailor","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Salt","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Scroll","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Silk","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Silverw","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Skooma","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Smug","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Thief","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Tool","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Cr5Wool","Container","Crate","100.00","pc\o\PC_Cont_Crate_03.nif","","","No","No"
"T_CyrCom_Var_Sk1BandGC","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk1Empty","Container","Sack","50.00","o\Contain_Com_Sack_01.NIF","","","No","No"
"T_CyrCom_Var_Sk1FoodGC","Container","Sack","50.00","o\Contain_Com_Sack_01.NIF","","","No","No"
"T_CyrCom_Var_Sk1Grain","Container","Sack","50.00","o\Contain_Com_Sack_01.NIF","","","No","No"
"T_CyrCom_Var_Sk1Ing","Container","Sack","50.00","o\Contain_Com_Sack_01.NIF","","","No","No"
"T_CyrCom_Var_Sk1IngGC","Container","Sack","50.00","o\Contain_Com_Sack_01.NIF","","","No","No"
"T_CyrCom_Var_Sk1Rice","Container","Sack","50.00","o\Contain_Com_Sack_01.NIF","","","No","No"
"T_CyrCom_Var_Sk1Salt","Container","Sack","50.00","o\Contain_Com_Sack_01.NIF","","","No","No"
"T_CyrCom_Var_Sk2Empty","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2FoodGC","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2G005","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2G020","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2G100","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2Grain","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2Ing","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2IngGC","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2Miner","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2Moonsug","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2MscGC","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2Rice","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2Salt","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2Smug","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk2Thief","Container","Cloth Sack","50.00","o\Contain_Com_Sack_02.NIF","","","No","No"
"T_CyrCom_Var_Sk3Empty","Container","Sack","50.00","o\Contain_Com_Sack_03.NIF","","","No","No"
"T_CyrCom_Var_Sk3FoodGC","Container","Sack","50.00","o\Contain_Com_Sack_03.NIF","","","No","No"
"T_CyrCom_Var_Sk3Grain","Container","Sack","50.00","o\Contain_Com_Sack_03.NIF","","","No","No"
"T_CyrCom_Var_Sk3Ing","Container","Sack","50.00","o\Contain_Com_Sack_03.NIF","","","No","No"
"T_CyrCom_Var_Sk3IngGC","Container","Sack","50.00","o\Contain_Com_Sack_03.NIF","","","No","No"
"T_CyrCom_Var_Sk3Rice","Container","Sack","50.00","o\Contain_Com_Sack_03.NIF","","","No","No"
"T_CyrCom_Var_Sk3Salt","Container","Sack","50.00","o\Contain_Com_Sack_03.NIF","","","No","No"
"T_CyrImp_DngColB_ch1Emp","Container","Wooden Ark","200.00","pc\o\pc_col_barr_chest_01.nif","","","No","No"
"T_CyrImp_DngColB_ch1G","Container","Wooden Ark","200.00","pc\o\pc_col_barr_chest_01.nif","","","No","No"
"T_CyrImp_DngColB_ch1Msc","Container","Wooden Ark","200.00","pc\o\pc_col_barr_chest_01.nif","","","No","No"
"T_CyrImp_DngColB_ch1Wpn","Container","Wooden Ark","200.00","pc\o\pc_col_barr_chest_01.nif","","","No","No"
"T_CyrImp_DngColB_ch2Emp","Container","Wooden Coffer","35.00","pc\o\pc_col_barr_chest_02.nif","","","No","No"
"T_CyrImp_DngColB_ch2G","Container","Wooden Coffer","35.00","pc\o\pc_col_barr_chest_02.nif","","","No","No"
"T_CyrImp_DngColB_ch2Gem","Container","Wooden Coffer","35.00","pc\o\pc_col_barr_chest_02.nif","","","No","No"
"T_CyrImp_DngColB_ch2Pot","Container","Wooden Coffer","35.00","pc\o\pc_col_barr_chest_02.nif","","","No","No"
"T_CyrImp_DngColB_j1Empty","Container","Clay Jar","100.00","pc\o\PC_Col_Barr_Jar1.nif","","","No","No"
"T_CyrImp_DngColB_j1G","Container","Clay Jar","100.00","pc\o\PC_Col_Barr_Jar1.nif","","","No","No"
"T_CyrImp_DngColB_j1Gem","Container","Clay Jar","100.00","pc\o\PC_Col_Barr_Jar1.nif","","","No","No"
"T_CyrImp_DngColB_j1Ing","Container","Clay Jar","100.00","pc\o\PC_Col_Barr_Jar1.nif","","","No","No"
"T_CyrImp_DngColB_j1Msc","Container","Clay Jar","100.00","pc\o\PC_Col_Barr_Jar1.nif","","","No","No"
"T_CyrImp_DngColB_j2Empty","Container","Clay Jar","50.00","pc\o\PC_Col_Barr_Jar2.nif","","","No","No"
"T_CyrImp_DngColB_j2G","Container","Clay Jar","50.00","pc\o\PC_Col_Barr_Jar2.nif","","","No","No"
"T_CyrImp_DngColB_j2Gem","Container","Clay Jar","50.00","pc\o\PC_Col_Barr_Jar2.nif","","","No","No"
"T_CyrImp_DngColB_j2Ing","Container","Clay Jar","50.00","pc\o\PC_Col_Barr_Jar2.nif","","","No","No"
"T_CyrImp_DngColB_j2Msc","Container","Clay Jar","50.00","pc\o\PC_Col_Barr_Jar2.nif","","","No","No"
"T_CyrImp_DngColB_j3Empty","Container","Clay Jar","80.00","pc\o\PC_Col_Barr_Jar3.nif","","","No","No"
"T_CyrImp_DngColB_j3G","Container","Clay Jar","80.00","pc\o\PC_Col_Barr_Jar3.nif","","","No","No"
"T_CyrImp_DngColB_j3Gem","Container","Clay Jar","80.00","pc\o\PC_Col_Barr_Jar3.nif","","","No","No"
"T_CyrImp_DngColB_j3Ing","Container","Clay Jar","80.00","pc\o\PC_Col_Barr_Jar3.nif","","","No","No"
"T_CyrImp_DngColB_j3Msc","Container","Clay Jar","80.00","pc\o\PC_Col_Barr_Jar3.nif","","","No","No"
"T_CyrImp_DngCryp_U1Bmeal","Container","Urn","100.00","pc\o\PC_Cont_Imp_Urn.nif","","","No","No"
"T_CyrImp_DngCryp_U1Empty","Container","Urn","100.00","pc\o\PC_Cont_Imp_Urn.nif","","","No","No"
"T_CyrImp_DngCryp_U1G","Container","Urn","100.00","pc\o\PC_Cont_Imp_Urn.nif","","","No","No"
"T_CyrImp_DngCryp_U1Gem","Container","Urn","100.00","pc\o\PC_Cont_Imp_Urn.nif","","","No","No"
"T_CyrImp_DngCryp_U1Scrll","Container","Urn","100.00","pc\o\PC_Cont_Imp_Urn.nif","","","No","No"
"T_CyrImp_DngRuin_Bc1Coi","Container","Old Wooden Bookcase","200.00","pc\o\pc_cont_impr_bksh_01.nif","","","No","No"
"T_CyrImp_DngRuin_Bc1Emp","Container","Old Wooden Bookcase","200.00","pc\o\pc_cont_impr_bksh_01.nif","","","No","No"
"T_CyrImp_DngRuin_Bc1Gem","Container","Old Wooden Bookcase","200.00","pc\o\pc_cont_impr_bksh_01.nif","","","No","No"
"T_CyrImp_DngRuin_Bc2Coi","Container","Old Wooden Bookcase","200.00","pc\o\pc_cont_impr_bksh_02.nif","","","No","No"
"T_CyrImp_DngRuin_Bc2Emp","Container","Old Wooden Bookcase","200.00","pc\o\pc_cont_impr_bksh_02.nif","","","No","No"
"T_CyrImp_DngRuin_Ch1Coi","Container","Old Wooden Chest","200.00","pc\o\pc_cont_impr_ch_01.nif","","","No","No"
"T_CyrImp_DngRuin_Ch1Emp","Container","Old Wooden Chest","200.00","pc\o\pc_cont_impr_ch_01.nif","","","No","No"
"T_CyrImp_DngRuin_Ch2Emp","Container","Old Wooden Chest","200.00","pc\o\pc_cont_impr_ch_02.nif","","","No","No"
"T_CyrImp_Furn_Cb1BowlWd","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1Empty","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1GobSilv","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1GobWood","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1KitchWd","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1PltCera","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1PltMeta","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1PltSilv","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1RgaBkw","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1RgaGls","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1RgaRed","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1Silverw","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1UtSilv","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_Cb1UtWood","Container","Cupboard","100.00","o\Contain_Com_Cupboard_01.NIF","","","No","No"
"T_CyrImp_Furn_ChS1Empty","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1G","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1G025","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1G050","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1Gem","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1Jewel","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1Lockp","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1Pearl","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1Potion","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1Probe","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1Soulg","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1UtSilv","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS1UtWood","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_01.nif","","","No","No"
"T_CyrImp_Furn_ChS2Empty","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2G","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2G025","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2G050","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2Gem","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2Jewel","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2Lockp","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2Pearl","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2Potion","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2Probe","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2Soulg","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2UtSilv","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ChS2UtWood","Container","Small Chest","25.00","pc\o\pc_cont_chest_small_02.nif","","","No","No"
"T_CyrImp_Furn_ColA1Empty","Container","Amphora","100.00","pc\o\PC_Col_amphora_01.nif","","","No","No"
"T_CyrImp_Furn_ColA1G","Container","Amphora","100.00","pc\o\PC_Col_amphora_01.nif","","","No","No"
"T_CyrImp_Furn_ColA1Gem","Container","Amphora","100.00","pc\o\PC_Col_amphora_01.nif","","","No","No"
"T_CyrImp_Furn_ColA1Gr","Container","Amphora","100.00","pc\o\PC_Col_amphora_01.nif","","","No","No"
"T_CyrImp_Furn_ColA1Ing","Container","Amphora","100.00","pc\o\PC_Col_amphora_01.nif","","","No","No"
"T_CyrImp_Furn_ColA1Jewel","Container","Amphora","100.00","pc\o\PC_Col_amphora_01.nif","","","No","No"
"T_CyrImp_Furn_ColA2Empty","Container","Amphora","100.00","pc\o\PC_Col_amphora_02.nif","","","No","No"
"T_CyrImp_Furn_ColA2G","Container","Amphora","100.00","pc\o\PC_Col_amphora_02.nif","","","No","No"
"T_CyrImp_Furn_ColA2Gem","Container","Amphora","100.00","pc\o\PC_Col_amphora_02.nif","","","No","No"
"T_CyrImp_Furn_ColA2Gr","Container","Amphora","100.00","pc\o\PC_Col_amphora_02.nif","","","No","No"
"T_CyrImp_Furn_ColA2Ing","Container","Amphora","100.00","pc\o\PC_Col_amphora_02.nif","","","No","No"
"T_CyrImp_Furn_ColA2Jewel","Container","Amphora","100.00","pc\o\PC_Col_amphora_02.nif","","","No","No"
"T_CyrImp_Furn_ColA3Empt","Container","Amphora","100.00","pc\o\pc_col_amphora_03.nif","","","No","No"
"T_CyrImp_Furn_ColA3G","Container","Amphora","100.00","pc\o\pc_col_amphora_03.nif","","","No","No"
"T_CyrImp_Furn_ColA3Gem","Container","Amphora","100.00","pc\o\pc_col_amphora_03.nif","","","No","No"
"T_CyrImp_Furn_ColA3Gr","Container","Amphora","100.00","pc\o\pc_col_amphora_03.nif","","","No","No"
"T_CyrImp_Furn_ColA3Ing","Container","Amphora","100.00","pc\o\pc_col_amphora_03.nif","","","No","No"
"T_CyrImp_Furn_ColA3Jewe","Container","Amphora","100.00","pc\o\pc_col_amphora_03.nif","","","No","No"
"T_CyrImp_FurnM_Cl1CmFGC","Container","Closet","300.00","o\Contain_Com_Closet_01.NIF","","","No","No"
"T_CyrImp_FurnM_Cl1CmMGC","Container","Closet","300.00","o\Contain_Com_Closet_01.NIF","","","No","No"
"T_CyrImp_FurnM_Cl1Empty","Container","Closet","300.00","o\Contain_Com_Closet_01.NIF","","","No","No"
"T_CyrImp_FurnM_Cl1EpFGC","Container","Closet","300.00","o\Contain_Com_Closet_01.NIF","","","No","No"
"T_CyrImp_FurnM_Cl1EpMGC","Container","Closet","300.00","o\Contain_Com_Closet_01.NIF","","","No","No"
"T_CyrImp_FurnM_Cl1EtFGC","Container","Closet","300.00","o\Contain_Com_Closet_01.NIF","","","No","No"
"T_CyrImp_FurnM_Cl1EtMGC","Container","Closet","300.00","o\Contain_Com_Closet_01.NIF","","","No","No"
"T_CyrImp_FurnM_Cl2CmFGC","Container","Closet","150.00","pc\o\pc_furn_com_closet_02.nif","","","No","No"
"T_CyrImp_FurnM_Cl2CmMGC","Container","Closet","150.00","pc\o\pc_furn_com_closet_02.nif","","","No","No"
"T_CyrImp_FurnM_Cl2Empty","Container","Closet","150.00","pc\o\pc_furn_com_closet_02.nif","","","No","No"
"T_CyrImp_FurnM_Cl2EpFGC","Container","Closet","150.00","pc\o\pc_furn_com_closet_02.nif","","","No","No"
"T_CyrImp_FurnM_Cl2EpMGC","Container","Closet","150.00","pc\o\pc_furn_com_closet_02.nif","","","No","No"
"T_CyrImp_FurnM_Cl2EtFGC","Container","Closet","150.00","pc\o\pc_furn_com_closet_02.nif","","","No","No"
"T_CyrImp_FurnM_Cl2EtMGC","Container","Closet","150.00","pc\o\pc_furn_com_closet_02.nif","","","No","No"
"T_CyrImp_FurnM_Ds1Empty","Container","Desk","100.00","pc\o\pc_furn_com_desk.nif","","","No","No"
"T_CyrImp_FurnM_Ds1Ing","Container","Desk","100.00","pc\o\pc_furn_com_desk.nif","","","No","No"
"T_CyrImp_FurnM_Ds1IngGC","Container","Desk","100.00","pc\o\pc_furn_com_desk.nif","","","No","No"
"T_CyrImp_FurnM_Ds1MscGC","Container","Desk","100.00","pc\o\pc_furn_com_desk.nif","","","No","No"
"T_CyrImp_FurnM_Ds1Paper","Container","Desk","100.00","pc\o\pc_furn_com_desk.nif","","","No","No"
"T_CyrImp_FurnM_Ds1Scroll","Container","Desk","100.00","pc\o\pc_furn_com_desk.nif","","","No","No"
"T_CyrImp_FurnM_Ht1Bowl","Container","Hutch","75.00","o\Contain_Com_Hutch_01.NIF","","","No","No"
"T_CyrImp_FurnM_Ht1Empty","Container","Hutch","75.00","o\Contain_Com_Hutch_01.NIF","","","No","No"
"T_CyrImp_FurnM_Ht1Msc","Container","Hutch","75.00","o\Contain_Com_Hutch_01.NIF","","","No","No"
"T_CyrImp_FurnM_Ht1Plate","Container","Hutch","75.00","o\Contain_Com_Hutch_01.NIF","","","No","No"
"T_CyrImp_FurnM_Ht1Redw","Container","Hutch","75.00","o\Contain_Com_Hutch_01.NIF","","","No","No"
"T_CyrImp_FurnM_Ht1SilvW","Container","Hutch","75.00","o\Contain_Com_Hutch_01.NIF","","","No","No"
"T_CyrImp_FurnP_Dw1CCmFGC","Container","Drawers","75.00","pc\f\PC_Furn_Com_P_Drwr_01.nif","","","No","No"
"T_CyrImp_FurnP_Dw1CCmMGC","Container","Drawers","75.00","pc\f\PC_Furn_Com_P_Drwr_01.nif","","","No","No"
"T_CyrImp_FurnP_Dw1Empty","Container","Drawers","75.00","pc\f\PC_Furn_Com_P_Drwr_01.nif","","","No","No"
"T_CyrImp_FurnP_Dw1MscGC","Container","Drawers","75.00","pc\f\PC_Furn_Com_P_Drwr_01.nif","","","No","No"
"T_CyrImp_FurnP_St1Empty","Container","Side Table","50.00","pc\f\PC_Furn_Com_p_STbl_01.nif","","","No","No"
"T_CyrImp_FurnP_St1G","Container","Side Table","50.00","pc\f\PC_Furn_Com_p_STbl_01.nif","","","No","No"
"T_CyrImp_FurnP_St1MscGC","Container","Side Table","50.00","pc\f\PC_Furn_Com_p_STbl_01.nif","","","No","No"
"T_CyrImp_FurnP_St1Paper","Container","Side Table","50.00","pc\f\PC_Furn_Com_p_STbl_01.nif","","","No","No"
"T_CyrImp_FurnR_Ds1Empty","Container","Desk","100.00","pc\o\pc_furn_com_r_desk01.nif","","","No","No"
"T_CyrImp_FurnR_Ds1Gold","Container","Desk","100.00","pc\o\pc_furn_com_r_desk01.nif","","","No","No"
"T_CyrImp_FurnR_Ds1Ing","Container","Desk","100.00","pc\o\pc_furn_com_r_desk01.nif","","","No","No"
"T_CyrImp_FurnR_Ds1Paper","Container","Desk","100.00","pc\o\pc_furn_com_r_desk01.nif","","","No","No"
"T_CyrImp_FurnR_Ds1Scrol","Container","Desk","100.00","pc\o\pc_furn_com_r_desk01.nif","","","No","No"
"T_CyrImp_FurnR_Ds1Soulg","Container","Desk","100.00","pc\o\pc_furn_com_r_desk01.nif","","","No","No"
"T_CyrImp_FurnR_Dw1CEpFGC","Container","Drawers","75.00","pc\o\pc_com_drawers_s.nif","","","No","No"
"T_CyrImp_FurnR_Dw1CEpMGC","Container","Drawers","75.00","pc\o\pc_com_drawers_s.nif","","","No","No"
"T_CyrImp_FurnR_Dw1Empty","Container","Drawers","75.00","pc\o\pc_com_drawers_s.nif","","","No","No"
"T_CyrImp_FurnR_Dw1G","Container","Drawers","75.00","pc\o\pc_com_drawers_s.nif","","","No","No"
"T_CyrImp_FurnR_Dw1Gem","Container","Drawers","75.00","pc\o\pc_com_drawers_s.nif","","","No","No"
"T_CyrImp_FurnR_Dw1PosGC","Container","Drawers","75.00","pc\o\pc_com_drawers_s.nif","","","No","No"
"T_CyrImp_FurnR_Dw2CEpFGC","Container","Drawers","75.00","pc\o\pc_com_drawers_w.nif","","","No","No"
"T_CyrImp_FurnR_Dw2CEpMGC","Container","Drawers","75.00","pc\o\pc_com_drawers_w.nif","","","No","No"
"T_CyrImp_FurnR_Dw2Empty","Container","Drawers","75.00","pc\o\pc_com_drawers_w.nif","","","No","No"
"T_CyrImp_FurnR_Dw2G","Container","Drawers","75.00","pc\o\pc_com_drawers_w.nif","","","No","No"
"T_CyrImp_FurnR_Dw2Gem","Container","Drawers","75.00","pc\o\pc_com_drawers_w.nif","","","No","No"
"T_CyrImp_FurnR_Dw2PosGC","Container","Drawers","75.00","pc\o\pc_com_drawers_w.nif","","","No","No"
"T_CyrImp_FurnR_Dw3CEpFGC","Container","Drawers","75.00","pc\o\pc_com_footlocker.nif","","","No","No"
"T_CyrImp_FurnR_Dw3CEpMGC","Container","Drawers","75.00","pc\o\pc_com_footlocker.nif","","","No","No"
"T_CyrImp_FurnR_Dw3Empty","Container","Drawers","75.00","pc\o\pc_com_footlocker.nif","","","No","No"
"T_CyrImp_FurnR_Dw3G","Container","Drawers","75.00","pc\o\pc_com_footlocker.nif","","","No","No"
"T_CyrImp_FurnR_Dw3PosGC","Container","Drawers","75.00","pc\o\pc_com_footlocker.nif","","","No","No"
"T_CyrImp_FurnR_Ht1Empty","Container","Hutch","75.00","pc\o\pc_furn_com_r_htch01.nif","","","No","No"
"T_CyrImp_FurnR_Ht1SilvW","Container","Hutch","75.00","pc\o\pc_furn_com_r_htch01.nif","","","No","No"
"T_CyrImp_FurnR_Ht1UtClt","Container","Hutch","75.00","pc\o\pc_furn_com_r_htch01.nif","","","No","No"
"T_CyrImp_FurnR_Lc1Book","Container","Lectern","30.00","pc\o\pc_furn_com_r_lectr_01.nif","","","No","No"
"T_CyrImp_FurnR_Lc1Empty","Container","Lectern","30.00","pc\o\pc_furn_com_r_lectr_01.nif","","","No","No"
"T_CyrImp_FurnR_Lc1G","Container","Lectern","30.00","pc\o\pc_furn_com_r_lectr_01.nif","","","No","No"
"T_CyrImp_FurnR_Lc1Gem","Container","Lectern","30.00","pc\o\pc_furn_com_r_lectr_01.nif","","","No","No"
"T_CyrImp_FurnR_Lc1Paper","Container","Lectern","30.00","pc\o\pc_furn_com_r_lectr_01.nif","","","No","No"
"T_CyrImp_FurnR_Lc1PosGC","Container","Lectern","30.00","pc\o\pc_furn_com_r_lectr_01.nif","","","No","No"
"T_CyrImp_FurnR_Lc1Scrol","Container","Lectern","30.00","pc\o\pc_furn_com_r_lectr_01.nif","","","No","No"
"T_CyrRga_Furn_Ba1Empty","Container","Basket","100.00","pc\o\pc_cont_rga_basket01.nif","","","No","No"
"T_CyrRga_Furn_Ba1FoodGC","Container","Basket","100.00","pc\o\pc_cont_rga_basket01.nif","","","No","No"
"T_CyrRga_Furn_Ba1Fruit","Container","Basket","100.00","pc\o\pc_cont_rga_basket01.nif","","","No","No"
"T_CyrRga_Furn_Ba1IngGC","Container","Basket","100.00","pc\o\pc_cont_rga_basket01.nif","","","No","No"
